season,celebrity_name,weeks_participated,avg_judge_rank,avg_fan_vote,expected_fan_vote,deviation,weeks_below_median,final_placement,ballroom_partner,industry,deviation_index,cluster,cluster_label
15,Gilles Marini,8,2.875,0.007300815393160337,0.1283653846153846,-0.12106456922222426,2,6,Peta Murgatroyd,Actor/Actress,-1.1974058531378609,0,Judge-type
15,Helio Castroneves,3,5.333333333333333,1.2569681795790944e-18,0.1,-0.1,0,10,Chelsie Hightower,Racing Driver,-0.9890638201007605,0,Judge-type
15,Joey Fatone,2,8.5,1.2871163096032403e-18,0.06346153846153846,-0.06346153846153846,2,12,Kym Johnson,Singer/Rapper,-0.6276751166024057,1,Balanced
15,Kelly Monaco,10,4.9,0.3207637692784418,0.105,0.21576376927844182,5,3,Valentin Chmerkovskiy,Actor/Actress,2.134041378818748,2,Fan-type
15,Kirstie Alley,8,8.375,0.015927683938513064,0.06490384615384616,-0.048976162215333095,8,7,Maksim Chmerkoskiy,Actor/Actress,-0.48440550094571877,1,Balanced
15,Melissa Rycroft,10,2.9,0.3207637700071711,0.12807692307692306,0.19268684693024804,1,1,Tony Dovolani,TV Personality,1.9057958890800162,2,Fan-type
15,Pamela Anderson,1,13.0,1.3258479370768325e-08,0.011538461538461539,-0.01153844827998217,1,13,Tristan MacManus,Model,-0.11412261733834214,1,Balanced
15,Sabrina Bryan,6,2.6666666666666665,0.00012256454562748173,0.13076923076923078,-0.1306466662236033,1,8,Louis van Amstel,Actor/Actress,-1.2921789077854609,0,Judge-type
15,Shawn Johnson,10,2.9,0.32076376796329126,0.12807692307692306,0.1926868448863682,2,2,Derek Hough,Athlete,1.9057958688647403,2,Fan-type
16,Alexandra Raisman,10,2.3,0.24404529081652054,0.13374999999999998,0.11029529081652056,1,4,Mark Ballas,Athlete,1.0908908167411215,2,Fan-type
16,Andy Dick,7,7.571428571428571,2.3935378105361013e-05,0.06785714285714285,-0.0678332074790375,6,7,Sharna Burgess,Comedian,-0.670913713189043,1,Balanced
16,D. L. Hughley,5,9.4,4.3165821768199655e-05,0.045,-0.0449568341782318,5,9,Cheryl Burke,Comedian,-0.4446517815195838,1,Balanced
16,Dorothy Hamill,2,7.0,7.57677213866e-05,0.075,-0.0749242322786134,1,12,Tristan MacManus,Athlete,-0.7410484739560208,0,Judge-type
16,Ingo Rademacher,9,5.111111111111111,0.0032344053452673443,0.09861111111111111,-0.09537670576584377,4,5,Kym Johnson,Actor/Actress,-0.9433364895339167,0,Judge-type
16,Jacoby Jones,10,3.6,0.25443703009338325,0.1175,0.13693703009338326,3,3,Karina Smirnoff,Athlete,1.3543946209741444,2,Fan-type
16,Kellie Pickler,10,2.1,0.24924116012128944,0.13624999999999998,0.11299116012128946,0,1,Derek Hough,Singer/Rapper,1.1175546846717925,2,Fan-type
16,Lisa Vanderpump,4,7.75,6.419109499105965e-06,0.065625,-0.06561858089050089,3,10,Gleb Savchenko,TV Personality,-0.6490096428514958,1,Balanced
16,Sean Lowe,8,5.875,1.1011894071303168e-05,0.0890625,-0.0890514881059287,4,6,Peta Murgatroyd,TV Personality,-0.8807760501170727,0,Judge-type
16,Victor Ortiz,6,7.166666666666667,7.635257234218418e-05,0.07291666666666666,-0.07284031409432447,5,8,Lindsay Arnold,Athlete,-0.7204371931547182,0,Judge-type
16,Wynonna Judd,3,9.0,4.571153911907803e-05,0.049999999999999996,-0.049954288460880916,3,11,Tony Dovolani,Singer/Rapper,-0.49407979375534217,1,Balanced
16,Zendaya,10,1.7,0.24924116077403308,0.14125000000000001,0.10799116077403306,1,2,Valentin Chmerkovskiy,Actor/Actress,1.0681015001228054,2,Fan-type
17,Amber Riley,11,2.727272727272727,0.241716157009504,0.12840909090909092,0.11330706610041308,2,1,Derek Hough,Actor/Actress,1.1206791964168394,2,Fan-type
17,Bill Engvall,11,7.090909090909091,0.24171615090216372,0.07386363636363637,0.16785251453852734,10,4,Emma Slater,Comedian,1.660168492429943,2,Fan-type
17,Bill Nye,3,11.333333333333334,0.0035458397595248335,0.020833333333333325,-0.01728749357380849,3,11,Tyne Stecklein,TV Personality,-0.17098434434078374,1,Balanced
17,Brant Daugherty,8,4.5,0.002781958219579738,0.10625,-0.10346804178042025,3,7,Peta Murgatroyd,Actor/Actress,-1.0233649666168756,0,Judge-type
17,Christina Milian,5,3.0,2.6791399826865595e-06,0.125,-0.12499732086001732,0,9,Mark Ballas,Singer/Rapper,-1.2363032767216922,0,Judge-type
17,Corbin Bleu,11,1.8181818181818181,0.24171615322491366,0.13977272727272727,0.10194342595218639,1,2,Karina Smirnoff,Actor/Actress,1.0082855430642848,2,Fan-type
17,Elizabeth Berkley Lauren,9,3.3333333333333335,0.00860869512104141,0.12083333333333332,-0.11222463821229191,3,6,Valentin Chmerkovskiy,Actor/Actress,-1.1099732937967521,0,Judge-type
17,Jack Osbourne,11,4.0,0.2417161505313086,0.11249999999999999,0.1292161505313086,3,3,Cheryl Burke,TV Personality,1.27803019463211,2,Fan-type
17,Keyshawn Johnson,2,11.0,2.8029787720392557e-18,0.024999999999999998,-0.024999999999999994,2,12,Sharna Burgess,Athlete,-0.24726595502519008,1,Balanced
17,Leah Remini,10,5.3,0.021626912458763418,0.09625,-0.07462308754123659,5,5,Tony Dovolani,Actor/Actress,-0.7380699603124893,0,Judge-type
17,"Nicole ""Snooki"" Polizzi",7,4.714285714285714,0.003666433203001057,0.10357142857142855,-0.0999049953684275,2,8,Sasha Farber,TV Personality,-0.9881241636624568,0,Judge-type
17,Valerie Harper,4,9.5,0.003042569455016525,0.043750000000000004,-0.04070743054498348,4,10,Tristan MacManus,Actor/Actress,-0.4026224676130774,1,Balanced
18,Amy Purdy,10,2.4,0.2419313127773719,0.13249999999999998,0.10943131277737192,0,2,Derek Hough,Athlete,1.0823455225422864,2,Fan-type
18,Billy Dee Williams,2,11.5,0.02509262261082345,0.01875,0.00634262261082345,2,10,Emma Slater,Actor/Actress,0.062732585489185,1,Balanced
18,Candace Cameron Bure,10,5.5,0.2583929882211287,0.09375,0.16464298822112872,8,3,Mark Ballas,Actor/Actress,1.628424228827941,2,Fan-type
18,Charlie White,9,2.5555555555555554,0.012323018402667255,0.13055555555555554,-0.11823253715288828,1,5,Sharna Burgess,Athlete,-1.1693952485664079,0,Judge-type
18,Cody Simpson,5,6.8,0.0009148946148817002,0.0775,-0.0765851053851183,3,9,Witney Carson,Singer/Rapper,-0.7574755689502443,0,Judge-type
18,Danica McKellar,8,3.375,0.00625276724074125,0.1203125,-0.11405973275925875,1,6,Valentin Chmerkovskiy,Actor/Actress,-1.1281235500254432,0,Judge-type
18,Diana Nyad,1,11.0,2.19041990142397e-18,0.024999999999999998,-0.024999999999999994,1,12,Henry Byalikov,Athlete,-0.24726595502519008,1,Balanced
18,Drew Carey,6,7.166666666666667,0.012838286496771267,0.07291666666666666,-0.06007838016989539,5,8,Cheryl Burke,Comedian,-0.5942135219630251,0,Judge-type
18,James Maslow,10,3.4,0.22546963590684305,0.11999999999999998,0.10546963590684306,5,4,Peta Murgatroyd,Actor/Actress,1.0431620099465855,2,Fan-type
18,Meryl Davis,10,1.9,0.24193131276322863,0.13874999999999998,0.10318131276322864,1,1,Maksim Chmerkoskiy,Athlete,1.0205290336461028,2,Fan-type
18,NeNe Leakes,7,6.571428571428571,0.004289823212522301,0.08035714285714285,-0.07606731964462055,6,7,Tony Dovolani,TV Personality,-0.7523543375253402,0,Judge-type
18,Sean Avery,2,8.5,1.2665518459379156e-17,0.056249999999999994,-0.05624999999999998,2,11,Karina Smirnoff,Athlete,-0.5563483988066776,1,Balanced
19,Alfonso Ribeiro,11,2.090909090909091,0.23812387887596242,0.1374125874125874,0.10071129146337501,0,1,Witney Carson,Actor/Actress,0.996098946620468,2,Fan-type
19,Antonio Sabato Jr.,7,7.142857142857143,0.0125666962118053,0.07912087912087912,-0.06655418290907382,6,8,Cheryl Burke,Actor/Actress,-0.658263343917333,0,Judge-type
19,Bethany Mota,11,2.909090909090909,0.2381238785081723,0.12797202797202797,0.11015185053614432,1,4,Derek Hough,Social Media Personality,1.089472100824469,2,Fan-type
19,Betsey Johnson,4,8.75,0.002702048213961075,0.06057692307692308,-0.057874874862962,4,10,Tony Dovolani,Fashion Designer,-0.5724194481981467,1,Balanced
19,Janel Parrish,11,2.909090909090909,0.23812387871388327,0.12797202797202797,0.1101518507418553,1,3,Valentin Chmerkovskiy,Actor/Actress,1.089472102859082,2,Fan-type
19,Jonathan Bennett,6,6.5,0.011745842231271548,0.08653846153846152,-0.07479261930718997,3,9,Allison Holker,Actor/Actress,-0.739746737673112,0,Judge-type
19,Lea Thompson,9,3.5555555555555554,0.00018546466440858683,0.12051282051282051,-0.12032735584841193,3,6,Artem Chigvintsev,Actor/Actress,-1.190114342380539,0,Judge-type
19,Lolo Jones,1,12.0,0.0,0.023076923076923078,-0.023076923076923078,1,13,Keo Motsepe,Athlete,-0.22824549694632937,1,Balanced
19,Michael Waltrip,8,9.0,0.013774122538321162,0.057692307692307696,-0.04391818515398653,8,7,Emma Slater,Racing Driver,-0.43437887980294426,1,Balanced
19,Randy Couture,3,8.0,4.40835881676675e-05,0.06923076923076923,-0.06918668564260157,2,11,Karina Smirnoff,Athlete,-0.6843004760178194,1,Balanced
19,Sadie Robertson,11,3.3636363636363638,0.23812387920194356,0.12272727272727273,0.11539660647467083,3,2,Mark Ballas,TV Personality,1.141346084265021,2,Fan-type
19,Tavis Smiley,2,7.5,2.168265465135913e-18,0.075,-0.075,1,12,Sharna Burgess,Radio Personality,-0.7417978650755703,1,Balanced
19,Tommy Chong,10,6.7,0.02413047989235591,0.08423076923076923,-0.060100289338413326,9,5,Peta Murgatroyd,Comedian,-0.5944302176221209,0,Judge-type
20,Charlotte McKinney,3,10.666666666666666,0.013328907753573434,0.029166666666666674,-0.01583775891309324,3,11,Keo Motsepe,Model,-0.15664554332418867,1,Balanced
20,Chris Soules,8,7.0,0.028976968495253413,0.075,-0.046023031504746584,7,5,Witney Carson,TV Personality,-0.45519715352702306,0,Judge-type
20,Michael Sam,4,6.75,0.006628969048962525,0.078125,-0.07149603095103747,2,10,Peta Murgatroyd,Athlete,-0.7071413749447533,0,Judge-type
20,Nastia Liukin,9,1.7777777777777777,0.001419914860622279,0.14027777777777775,-0.13885786291715546,0,4,Derek Hough,Athlete,-1.373392883478695,0,Judge-type
20,Noah Galloway,10,5.2,0.3126331748175585,0.0975,0.21513317481755848,6,3,Sharna Burgess,Motivational Speaker,2.1278043971545912,2,Fan-type
20,Patti LaBelle,6,7.333333333333333,0.01044731238198715,0.07083333333333333,-0.06038602095134618,5,8,Artem Chigvintsev,Singer/Rapper,-0.5972562856282302,1,Balanced
20,Redfoo,2,8.0,0.0,0.0625,-0.0625,1,12,Emma Slater,Singer/Rapper,-0.6181648875629753,1,Balanced
20,Riker Lynch,10,2.0,0.3126345213926696,0.13749999999999998,0.17513452139266963,0,2,Allison Holker,Actor/Actress,1.7321921876015218,2,Fan-type
20,Robert Herjavec,8,6.125,0.025344418474494278,0.08593749999999999,-0.06059308152550571,4,6,Kym Johnson,Entrepreneur,-0.5993042468529349,0,Judge-type
20,Rumer Willis,10,2.3,0.3126338532272126,0.13374999999999998,0.17888385322721262,1,1,Valentin Chmerkovskiy,Actor/Actress,1.7692754722725066,2,Fan-type
20,Suzanne Somers,5,7.2,0.00866812532306442,0.0725,-0.06383187467693557,3,9,Tony Dovolani,Actor/Actress,-0.631337978121629,0,Judge-type
20,Willow Shields,7,3.2857142857142856,0.0001581536797418997,0.12142857142857144,-0.12127041774882955,1,7,Mark Ballas,Actor/Actress,-1.199441826438724,0,Judge-type
21,Alek Skarlatos,11,5.2727272727272725,0.25089770658026284,0.10069930069930068,0.15019840588096217,8,3,Lindsay Arnold,Military,1.4855580909366897,2,Fan-type
21,Alexa PenaVega,9,4.0,0.0011470977526170222,0.11538461538461539,-0.11423751763199837,4,6,Mark Ballas,Actor/Actress,-1.129881955879323,0,Judge-type
21,Andy Grammer,8,5.5,0.0008810742816456845,0.09807692307692308,-0.09719584879527739,4,7,Allison Holker,Singer/Rapper,-0.9613289750739296,0,Judge-type
21,Bindi Irwin,11,1.8181818181818181,0.24167889092127276,0.14055944055944056,0.1011194503618322,0,1,Derek Hough,TV Personality,1.00013589861363,2,Fan-type
21,Carlos PenaVega,11,3.1818181818181817,0.2324600767601864,0.12482517482517483,0.10763490193501157,2,4,Witney Carson,Actor/Actress,1.064577872840133,2,Fan-type
21,Chaka Khan,2,12.5,0.012936467125803049,0.01730769230769231,-0.00437122518188926,2,13,Keo Motsepe,Singer/Rapper,-0.04323420676920033,1,Balanced
21,Gary Busey,4,10.0,0.007498714916792401,0.046153846153846156,-0.038655131237053754,4,10,Anna Trebunskaya,Actor/Actress,-0.3823239176781662,1,Balanced
21,Hayes Grier,7,4.857142857142857,0.0003582478182370571,0.10549450549450548,-0.10513625767626843,3,8,Emma Slater,Social Media Personality,-1.0398646864838796,0,Judge-type
21,Kim Zolciak-Biermann,2,11.0,3.2004276334768004e-07,0.03461538461538462,-0.03461506457262127,2,11,Tony Dovolani,TV Personality,-0.3423650799923129,1,Balanced
21,Nick Carter,11,2.909090909090909,0.2416788918376123,0.12797202797202797,0.11370686386558432,2,2,Sharna Burgess,Singer/Rapper,1.1246334514657195,2,Fan-type
21,Paula Deen,6,9.166666666666666,0.0009568687151422416,0.05576923076923078,-0.054812362054088536,6,9,Louis van Amstel,TV Personality,-0.5421292420196278,1,Balanced
21,Tamar Braxton,9,3.5555555555555554,0.03162648107122184,0.12051282051282051,-0.08888633944159868,3,5,Valentin Chmerkovskiy,Singer/Rapper,-0.879142624428805,0,Judge-type
21,Victor Espinoza,2,9.0,2.941083946043967e-07,0.057692307692307696,-0.05769201358391309,2,12,Karina Smirnoff,Athlete,-0.5706108334461005,1,Balanced
22,Antonio Brown,9,5.666666666666667,0.014898466991940232,0.09166666666666666,-0.07676819967472642,6,5,Sharna Burgess,Athlete,-0.7592864883254288,0,Judge-type
22,Doug Flutie,6,8.333333333333334,0.011882177126875934,0.05833333333333332,-0.046451156206457386,5,9,Karina Smirnoff,Athlete,-0.45943158005655893,1,Balanced
22,Geraldo Rivera,2,12.0,3.0450257927709984e-18,0.012499999999999999,-0.012499999999999995,2,12,Edyta Sliwinska,Journalist,-0.12363297751259501,1,Balanced
22,Ginger Zee,10,3.0,0.31774953036808495,0.125,0.19274953036808495,3,3,Valentin Chmerkovskiy,News Anchor,1.9064158682848564,2,Fan-type
22,Jodie Sweetin,8,4.75,0.0023808826092124873,0.103125,-0.10074411739078751,3,6,Keo Motsepe,Actor/Actress,-0.9964236159921175,0,Judge-type
22,Kim Fields,7,6.571428571428571,2.5214926429775075e-06,0.08035714285714285,-0.08035462136449988,6,8,Sasha Farber,Actor/Actress,-0.7947584876952243,0,Judge-type
22,Marla Maples,4,5.75,3.107349293979841e-06,0.090625,-0.09062189265070601,1,10,Tony Dovolani,TV Personality,-0.8963083532986832,0,Judge-type
22,Mischa Barton,3,10.666666666666666,9.49265042756297e-07,0.029166666666666674,-0.02916571740162392,3,11,Artem Chigvintsev,Actor/Actress,-0.2884675586922938,1,Balanced
22,Nyle DiMarco,10,2.6,0.3177495306968674,0.13,0.1877495306968674,0,1,Peta Murgatroyd,Model,1.8569626805316866,2,Fan-type
22,Paige VanZant,10,2.4,0.31774953070880796,0.13249999999999998,0.18524953070880798,1,2,Mark Ballas,Athlete,1.8322360851472677,2,Fan-type
22,Von Miller,7,5.714285714285714,0.00014178829327330606,0.09107142857142857,-0.09092964027815525,5,7,Witney Carson,Athlete,-0.8993521737390021,0,Judge-type
22,Wanya Morris,9,2.4444444444444446,0.02689581222291769,0.13194444444444445,-0.10504863222152676,1,4,Lindsay Arnold,Singer/Rapper,-1.038998014813831,0,Judge-type
23,Amber Rose,6,7.666666666666667,0.00015726418596827813,0.07307692307692307,-0.0729196588909548,5,9,Maksim Chmerkoskiy,Model,-0.7212219638313213,1,Balanced
23,Babyface,4,6.75,4.5644915158790047e-11,0.08365384615384615,-0.08365384610820123,2,11,Allison Holker,Singer/Rapper,-0.8273899259789864,0,Judge-type
23,Calvin Johnson Jr.,11,3.909090909090909,0.24126286952770662,0.11643356643356642,0.1248293030941402,4,3,Lindsay Arnold,Athlete,1.2346414737880598,2,Fan-type
23,Jake T. Austin,2,10.5,7.512212096822997e-11,0.04038461538461538,-0.040384615309493256,2,13,Jenna Johnson,Actor/Actress,-0.39942961891307055,1,Balanced
23,James Hinchcliffe,11,2.3636363636363638,0.24126286891773188,0.13426573426573427,0.10699713465199762,1,2,Sharna Burgess,Racing Driver,1.0582699473874022,2,Fan-type
23,Jana Kramer,11,3.6363636363636362,0.24126286896754523,0.11958041958041957,0.12168244938712566,3,4,Gleb Savchenko,Singer/Rapper,1.2035170823004795,2,Fan-type
23,Laurie Hernandez,11,1.9090909090909092,0.24126286964109792,0.1395104895104895,0.10175238013060842,0,1,Valentin Chmerkovskiy,Athlete,1.0063959779632428,2,Fan-type
23,Marilu Henner,9,5.777777777777778,0.01914163757245971,0.09487179487179487,-0.07573015729933516,4,6,Derek Hough,Actor/Actress,-0.7490195867531193,0,Judge-type
23,Maureen McCormick,7,6.571428571428571,0.00022868015043473792,0.0857142857142857,-0.08548560556385096,5,8,Artem Chigvintsev,Actor/Actress,-0.8455071960260926,0,Judge-type
23,Rick Perry,3,12.333333333333334,0.004782875058717633,0.019230769230769225,-0.014447894172051591,3,12,Emma Slater,Politician,-0.14289889402220862,1,Balanced
23,Ryan Lochte,8,7.5,0.0009471763128337025,0.075,-0.0740528236871663,8,7,Cheryl Burke,Athlete,-0.7324296868527679,1,Balanced
23,Terra Jole,10,3.7,0.01750932965973323,0.11884615384615385,-0.10133682418642062,2,5,Sasha Farber,TV Personality,-1.0022858644670032,0,Judge-type
23,Vanilla Ice,4,8.0,0.003148834071088475,0.06923076923076923,-0.06608193515968076,2,10,Witney Carson,Singer/Rapper,-0.6535925122868461,1,Balanced
24,Bonner Bolton,8,6.75,0.02109532919947374,0.078125,-0.05702967080052626,6,5,Sharna Burgess,Athlete,-0.564059840610573,0,Judge-type
24,Charo,3,9.333333333333334,0.0006252059351324334,0.04583333333333333,-0.0452081273982009,3,11,Keo Motsepe,Actor/Actress,-0.44713723184066434,1,Balanced
24,Chris Kattan,2,11.5,0.00032101729896860003,0.01875,-0.0184289827010314,2,12,Witney Carson,Comedian,-0.18227440030852948,1,Balanced
24,David Ross,10,5.6,0.31630820889927785,0.0925,0.22380820889927786,8,2,Lindsay Arnold,Athlete,2.213606020638288,2,Fan-type
24,Erika Jayne,5,6.6,0.00121589063034828,0.08,-0.07878410936965172,4,9,Gleb Savchenko,Singer/Rapper,-0.7792251217638384,0,Judge-type
24,Heather Morris,6,2.6666666666666665,1.1444363256842482e-05,0.12916666666666668,-0.12915522230340984,0,8,Maksim Chmerkoskiy,Actor/Actress,-1.2774275755737348,0,Judge-type
24,Mr. T,4,10.25,0.001104734098770075,0.034374999999999996,-0.03327026590122992,4,10,Kym Herjavec,Actor/Actress,-0.3290641628803853,1,Balanced
24,Nancy Kerrigan,7,3.7142857142857144,0.011203834877720831,0.11607142857142855,-0.10486759369370771,1,7,Artem Chigvintsev,Athlete,-1.0372074282347297,0,Judge-type
24,Nick Viall,7,6.857142857142857,0.023328704359377804,0.07678571428571429,-0.053457009926336486,6,6,Peta Murgatroyd,TV Personality,-0.5287239444890663,0,Judge-type
24,Normani,10,2.3,0.3163082103284255,0.13374999999999998,0.1825582103284255,1,3,Valentin Chmerkovskiy,Singer/Rapper,1.8056172089819065,2,Fan-type
24,Rashad Jennings,10,2.6,0.3163082097328587,0.13,0.18630820973285872,1,1,Emma Slater,Athlete,1.8427070963451493,2,Fan-type
24,Simone Biles,9,2.5555555555555554,0.009686510445466444,0.13055555555555554,-0.12086904511008909,0,4,Sasha Farber,Athlete,-1.1954719948851587,0,Judge-type
25,Barbara Corcoran,2,13.0,0.0004070763244909,0.011538461538461539,-0.011131385213970639,2,13,Keo Motsepe,Entrepreneur,-0.1100965038274292,1,Balanced
25,Debbie Gibson,2,8.5,0.00040707632934365004,0.06346153846153846,-0.0630544621321948,1,12,Alan Bersten,Singer/Rapper,-0.6236488719086734,1,Balanced
25,Derek Fisher,4,8.5,5.8868211883456384e-05,0.06346153846153846,-0.063402670249655,2,11,Sharna Burgess,Athlete,-0.6270928724171261,1,Balanced
25,Drew Scott,10,5.6,0.2467750854851615,0.09692307692307693,0.14985200856208458,6,4,Emma Slater,TV Personality,1.4821320003818725,2,Fan-type
25,Frankie Muniz,10,3.5,0.246775086487713,0.12115384615384615,0.12562124033386685,3,3,Witney Carson,Actor/Actress,1.2424742385041008,2,Fan-type
25,Jordan Fisher,10,1.5,0.24677508646964447,0.14423076923076922,0.10254431723887525,0,1,Lindsay Arnold,Actor/Actress,1.0142287413790623,2,Fan-type
25,Lindsey Stirling,10,2.4,0.24677508601538456,0.13384615384615384,0.11292893216923072,1,2,Mark Ballas,Musician,1.11693921051199,2,Fan-type
25,Nick Lachey,6,9.0,0.007512597494185616,0.057692307692307696,-0.05017971019812208,4,9,Peta Murgatroyd,Singer/Rapper,-0.4963093586010371,1,Balanced
25,Nikki Bella,7,5.571428571428571,0.00013081567772875715,0.09725274725274725,-0.0971219315750185,2,8,Artem Chigvintsev,Athlete,-0.9605978865915247,0,Judge-type
25,Sasha Pieterse,5,6.8,2.6301192513659658e-05,0.08307692307692308,-0.08305062188440941,2,10,Gleb Savchenko,Actor/Actress,-0.8214236534273779,0,Judge-type
25,Terrell Owens,8,6.375,5.075303823749547e-05,0.08798076923076924,-0.08793001619253174,5,6,Cheryl Burke,Athlete,-0.8696839771690718,0,Judge-type
25,Vanessa Lachey,7,4.142857142857143,0.00011341352010892989,0.11373626373626375,-0.11362285021615481,1,7,Maksim Chmerkoskiy,TV Personality,-1.123802502855266,0,Judge-type
25,Victoria Arlen,9,4.222222222222222,0.008867784183034834,0.11282051282051284,-0.10395272863747801,2,5,Valentin Chmerkovskiy,Athlete,-1.0281588289608172,0,Judge-type
26,Adam Rippon,4,1.0,0.33101729178915784,0.15,0.18101729178915785,0,1,Jenna Johnson,Athlete,1.7903765412127848,2,Fan-type
26,Arike Ogunbowale,2,5.0,4.32198600919542e-19,0.09,-0.09,1,7,Gleb Savchenko,Athlete,-0.8901574380906844,0,Judge-type
26,Chris Mazdzer,3,4.666666666666667,0.0004291075900472333,0.09499999999999999,-0.09457089240995276,1,5,Witney Carson,Athlete,-0.9353664811732589,0,Judge-type
26,Jamie Anderson,1,8.0,0.0,0.045,-0.045,1,10,Artem Chigvintsev,Athlete,-0.4450787190453422,1,Balanced
26,Jennie Finch Daigle,3,5.666666666666667,0.0008541018724934333,0.08,-0.07914589812750657,2,6,Keo Motsepe,Athlete,-0.7828034434729727,0,Judge-type
26,Johnny Damon,1,9.0,0.0047619047619047,0.03,-0.0252380952380953,1,9,Emma Slater,Athlete,-0.24962086888257348,1,Balanced
26,Josh Norman,4,2.75,0.33101729139913755,0.12374999999999999,0.20726729139913758,1,2,Sharna Burgess,Athlete,2.050005790131685,2,Fan-type
26,Kareem Abdul-Jabbar,2,9.0,0.008946776870743,0.03,-0.021053223129256997,2,8,Lindsay Arnold,Athlete,-0.20822981293656612,1,Balanced
26,Mirai Nagasu,3,2.3333333333333335,0.0004291394923245666,0.12999999999999998,-0.1295708605076754,0,4,Alan Bersten,Athlete,-1.281538502674642,0,Judge-type
26,Tonya Harding,4,3.25,0.33101729046970785,0.11624999999999999,0.21476729046970786,1,3,Sasha Farber,Athlete,2.124185567446589,2,Fan-type
27,Alexis Ren,9,3.3333333333333335,0.23157765385955095,0.12307692307692307,0.10850073078262788,1,4,Alan Bersten,Social Media Personality,1.0731414727159012,2,Fan-type
27,Bobby Bones,9,7.0,0.23158776635879189,0.08076923076923076,0.15081853558956113,8,1,Sharna Burgess,Radio Personality,1.4916915695221382,2,Fan-type
27,Danelle Umstead,2,10.0,0.00038727150474155,0.046153846153846156,-0.04576657464910461,2,12,Artem Chigvintsev,Athlete,-0.45266063155370023,1,Balanced
27,DeMarcus Ware,7,4.857142857142857,0.015207572637143544,0.10549450549450548,-0.09028693285736193,2,7,Lindsay Arnold,Athlete,-0.8929953871708326,0,Judge-type
27,Evanna Lynch,9,3.7777777777777777,0.23158737202024401,0.11794871794871795,0.11363865407152607,2,3,Keo Motsepe,Actor/Actress,1.1239588130709242,2,Fan-type
27,Joe Amabile,8,9.375,0.04519853548805886,0.05336538461538461,-0.008166849127325751,8,6,Jenna Johnson,TV Personality,-0.0807753499605937,1,Balanced
27,John Schneider,7,7.857142857142857,0.019909851785948156,0.07087912087912088,-0.05096926909317272,7,8,Emma Slater,Actor/Actress,-0.5041185999703703,1,Balanced
27,Juan Pablo Di Pace,8,2.0,0.006280387829014774,0.13846153846153847,-0.1321811506325237,0,5,Cheryl Burke,Actor/Actress,-1.3073559378991795,0,Judge-type
27,Mary Lou Retton,6,5.333333333333333,1.7974342316066312e-05,0.1,-0.09998202565768394,3,9,Sasha Farber,Athlete,-0.9888860423840112,0,Judge-type
27,Milo Manheim,9,2.2222222222222223,0.23158676755613283,0.13589743589743591,0.09568933165869692,1,2,Witney Carson,Actor/Actress,0.9464285591323942,2,Fan-type
27,Nancy McKeon,3,8.666666666666666,0.0014065104112966666,0.06153846153846154,-0.06013195112716488,3,11,Valentin Chmerkovskiy,Actor/Actress,-0.5947433729194592,1,Balanced
27,Nikki Glaser,1,12.0,8.504327281942168e-05,0.023076923076923078,-0.022991879804103655,1,13,Gleb Savchenko,Comedian,-0.22740436470344286,1,Balanced
27,Tinashe,4,1.5,2.5910365321161737e-05,0.14423076923076922,-0.14420485886544807,0,10,Brandon Armstrong,Singer/Rapper,-1.4262780858655109,0,Judge-type
28,Ally Brooke,11,2.3636363636363638,0.09857929921263811,0.13295454545454544,-0.034375246241907326,2,3,Sasha Farber,Singer/Rapper,-0.3399931236492517,0,Judge-type
28,Hannah Brown,11,3.3636363636363638,0.11137106829119109,0.12045454545454545,-0.009083477163354364,3,1,Alan Bersten,TV Personality,-0.08984138622985287,0,Judge-type
28,James Van Der Beek,10,2.6,0.15851018410969525,0.13,0.028510184109695247,2,5,Emma Slater,Actor/Actress,0.2819839160731118,0,Judge-type
28,Karamo Brown,7,6.428571428571429,0.06849595769145495,0.08214285714285713,-0.013646899451402184,5,8,Jenna Johnson,TV Personality,-0.13497654503934817,0,Judge-type
28,Kate Flannery,8,4.75,0.18877802402013888,0.103125,0.08565302402013888,4,7,Pasha Pashkov,Actor/Actress,0.8471630714054076,2,Fan-type
28,Kel Mitchell,11,3.4545454545454546,0.13650706868750132,0.11931818181818181,0.017188886869319506,3,2,Witney Carson,Actor/Actress,0.1700090611024895,0,Judge-type
28,Lamar Odom,4,11.0,0.0809365540688398,0.024999999999999998,0.05593655406883981,4,10,Peta Murgatroyd,Athlete,0.5532482185059944,1,Balanced
28,Lauren Alaina,11,4.181818181818182,0.1409273514143847,0.11022727272727273,0.03070007868711197,5,4,Gleb Savchenko,Singer/Rapper,0.30364337103668904,0,Judge-type
28,Mary Wilson,2,7.5,0.0630086924161948,0.06874999999999999,-0.005741307583805186,1,12,Brandon Armstrong,Singer/Rapper,-0.05678519611211824,1,Balanced
28,Ray Lewis,2,9.5,0.0891077473623774,0.043750000000000004,0.0453577473623774,2,11,Cheryl Burke,Athlete,0.4486170687739819,1,Balanced
28,Sailor Brinkley-Cook,6,4.333333333333333,0.08165956051931193,0.10833333333333335,-0.026673772814021418,1,9,Valentin Chmerkovskiy,Model,-0.2638206363593584,0,Judge-type
28,Sean Spicer,9,8.555555555555555,0.1051147933656117,0.05555555555555556,0.049559237810056146,9,6,Lindsay Arnold,Politician,0.4901724906969618,1,Balanced
