season,week,celebrity_name,ballroom_partner,judge_avg_score,judge_total,age,industry_clean,home_state_clean,home_country_clean
10,8,Niecy Nash,Louis van Amstel,7.166666666666667,21.5,40,Actor/Actress,California,United States
10,9,Chad Ochocinco,Cheryl Burke,8.666666666666666,26.0,32,Athlete,Florida,United States
10,9,Erin Andrews,Maksim Chmerkoskiy,9.333333333333334,28.0,32,Sports Broadcaster,Maine,United States
10,9,Evan Lysacek,Anna Trebunskaya,9.833333333333334,29.5,24,Athlete,Illinois,United States
10,9,Nicole Scherzinger,Derek Hough,9.833333333333334,29.5,31,Singer/Rapper,Hawaii,United States
10,10,Erin Andrews,Maksim Chmerkoskiy,8.999933333333333,26.9998,32,Sports Broadcaster,Maine,United States
10,10,Evan Lysacek,Anna Trebunskaya,8.9629,26.8887,24,Athlete,Illinois,United States
10,10,Nicole Scherzinger,Derek Hough,9.592566666666666,28.7777,31,Singer/Rapper,Hawaii,United States
11,1,Audrina Patridge,Tony Dovolani,6.333333333333333,19.0,25,TV Personality,California,United States
11,1,Brandy,Maksim Chmerkoskiy,7.666666666666667,23.0,31,Singer/Rapper,Mississippi,United States
11,1,Bristol Palin,Mark Ballas,6.0,18.0,19,TV Personality,Alaska,United States
11,1,David Hasselhoff,Kym Johnson,5.0,15.0,58,Actor/Actress,Maryland,United States
11,1,Florence Henderson,Corky Ballas,6.0,18.0,76,Actor/Actress,Indiana,United States
11,1,Jennifer Grey,Derek Hough,8.0,24.0,50,Actor/Actress,New York,United States
11,1,Kurt Warner,Anna Trebunskaya,6.333333333333333,19.0,39,Athlete,Iowa,United States
11,1,Kyle Massey,Lacey Schwimmer,7.666666666666667,23.0,19,Actor/Actress,Georgia,United States
11,1,Margaret Cho,Louis van Amstel,5.0,15.0,41,Comedian,California,United States
11,1,Michael Bolton,Chelsie Hightower,5.333333333333333,16.0,57,Singer/Rapper,Connecticut,United States
11,1,Rick Fox,Cheryl Burke,7.333333333333333,22.0,41,Athlete,Unknown,Canada
11,1,The Situation,Karina Smirnoff,5.0,15.0,28,TV Personality,New York,United States
11,2,Audrina Patridge,Tony Dovolani,7.666666666666667,23.0,25,TV Personality,California,United States
11,2,Brandy,Maksim Chmerkoskiy,7.0,21.0,31,Singer/Rapper,Mississippi,United States
11,2,Bristol Palin,Mark Ballas,7.333333333333333,22.0,19,TV Personality,Alaska,United States
11,2,Florence Henderson,Corky Ballas,6.333333333333333,19.0,76,Actor/Actress,Indiana,United States
11,2,Jennifer Grey,Derek Hough,8.0,24.0,50,Actor/Actress,New York,United States
11,2,Kurt Warner,Anna Trebunskaya,7.0,21.0,39,Athlete,Iowa,United States
11,2,Kyle Massey,Lacey Schwimmer,7.333333333333333,22.0,19,Actor/Actress,Georgia,United States
11,2,Margaret Cho,Louis van Amstel,6.0,18.0,41,Comedian,California,United States
11,2,Michael Bolton,Chelsie Hightower,4.0,12.0,57,Singer/Rapper,Connecticut,United States
11,2,Rick Fox,Cheryl Burke,7.0,21.0,41,Athlete,Unknown,Canada
11,2,The Situation,Karina Smirnoff,6.0,18.0,28,TV Personality,New York,United States
11,3,Audrina Patridge,Tony Dovolani,8.666666666666666,26.0,25,TV Personality,California,United States
11,3,Brandy,Maksim Chmerkoskiy,8.0,24.0,31,Singer/Rapper,Mississippi,United States
11,3,Bristol Palin,Mark Ballas,6.333333333333333,19.0,19,TV Personality,Alaska,United States
11,3,Florence Henderson,Corky Ballas,6.666666666666667,20.0,76,Actor/Actress,Indiana,United States
11,3,Jennifer Grey,Derek Hough,8.0,24.0,50,Actor/Actress,New York,United States
11,3,Kurt Warner,Anna Trebunskaya,7.666666666666667,23.0,39,Athlete,Iowa,United States
11,3,Kyle Massey,Lacey Schwimmer,7.666666666666667,23.0,19,Actor/Actress,Georgia,United States
11,3,Margaret Cho,Louis van Amstel,6.0,18.0,41,Comedian,California,United States
11,3,Rick Fox,Cheryl Burke,8.0,24.0,41,Athlete,Unknown,Canada
11,3,The Situation,Karina Smirnoff,6.666666666666667,20.0,28,TV Personality,New York,United States
11,4,Audrina Patridge,Tony Dovolani,7.666666666666667,23.0,25,TV Personality,California,United States
11,4,Brandy,Maksim Chmerkoskiy,8.0,24.0,31,Singer/Rapper,Mississippi,United States
11,4,Bristol Palin,Mark Ballas,5.333333333333333,16.0,19,TV Personality,Alaska,United States
11,4,Florence Henderson,Corky Ballas,5.833333333333333,17.5,76,Actor/Actress,Indiana,United States
11,4,Jennifer Grey,Derek Hough,9.333333333333334,28.0,50,Actor/Actress,New York,United States
11,4,Kurt Warner,Anna Trebunskaya,5.666666666666667,17.0,39,Athlete,Iowa,United States
11,4,Kyle Massey,Lacey Schwimmer,6.666666666666667,20.0,19,Actor/Actress,Georgia,United States
11,4,Rick Fox,Cheryl Burke,6.5,19.5,41,Athlete,Unknown,Canada
11,4,The Situation,Karina Smirnoff,4.666666666666667,14.0,28,TV Personality,New York,United States
11,5,Audrina Patridge,Tony Dovolani,7.666666666666667,23.0,25,TV Personality,California,United States
11,5,Brandy,Maksim Chmerkoskiy,9.0,27.0,31,Singer/Rapper,Mississippi,United States
11,5,Bristol Palin,Mark Ballas,6.0,18.0,19,TV Personality,Alaska,United States
11,5,Florence Henderson,Corky Ballas,7.0,21.0,76,Actor/Actress,Indiana,United States
11,5,Jennifer Grey,Derek Hough,8.333333333333334,25.0,50,Actor/Actress,New York,United States
11,5,Kurt Warner,Anna Trebunskaya,8.0,24.0,39,Athlete,Iowa,United States
11,5,Kyle Massey,Lacey Schwimmer,6.666666666666667,20.0,19,Actor/Actress,Georgia,United States
11,5,Rick Fox,Cheryl Burke,8.0,24.0,41,Athlete,Unknown,Canada
11,6,Audrina Patridge,Tony Dovolani,10.6666,31.9998,25,TV Personality,California,United States
11,6,Brandy,Maksim Chmerkoskiy,11.999966666666666,35.9999,31,Singer/Rapper,Mississippi,United States
11,6,Bristol Palin,Mark Ballas,9.333266666666667,27.9998,19,TV Personality,Alaska,United States
11,6,Jennifer Grey,Derek Hough,9.666666666666666,29.0,50,Actor/Actress,New York,United States
11,6,Kurt Warner,Anna Trebunskaya,7.3333,21.9999,39,Athlete,Iowa,United States
11,6,Kyle Massey,Lacey Schwimmer,9.999966666666667,29.9999,19,Actor/Actress,Georgia,United States
11,6,Rick Fox,Cheryl Burke,10.0,30.0,41,Athlete,Unknown,Canada
11,7,Brandy,Maksim Chmerkoskiy,12.166666666666666,36.5,31,Singer/Rapper,Mississippi,United States
11,7,Bristol Palin,Mark Ballas,10.833333333333334,32.5,19,TV Personality,Alaska,United States
11,7,Jennifer Grey,Derek Hough,12.166666666666666,36.5,50,Actor/Actress,New York,United States
11,7,Kurt Warner,Anna Trebunskaya,11.666666666666666,35.0,39,Athlete,Iowa,United States
11,7,Kyle Massey,Lacey Schwimmer,11.166666666666666,33.5,19,Actor/Actress,Georgia,United States
11,7,Rick Fox,Cheryl Burke,11.5,34.5,41,Athlete,Unknown,Canada
11,8,Brandy,Maksim Chmerkoskiy,9.5,28.5,31,Singer/Rapper,Mississippi,United States
11,8,Bristol Palin,Mark Ballas,7.833333333333333,23.5,19,TV Personality,Alaska,United States
11,8,Jennifer Grey,Derek Hough,9.5,28.5,50,Actor/Actress,New York,United States
11,8,Kurt Warner,Anna Trebunskaya,8.0,24.0,39,Athlete,Iowa,United States
11,8,Kyle Massey,Lacey Schwimmer,9.333333333333334,28.0,19,Actor/Actress,Georgia,United States
11,9,Brandy,Maksim Chmerkoskiy,9.5,28.5,31,Singer/Rapper,Mississippi,United States
11,9,Bristol Palin,Mark Ballas,8.833333333333334,26.5,19,TV Personality,Alaska,United States
11,9,Jennifer Grey,Derek Hough,10.0,30.0,50,Actor/Actress,New York,United States
11,9,Kyle Massey,Lacey Schwimmer,9.666666666666666,29.0,19,Actor/Actress,Georgia,United States
11,10,Bristol Palin,Mark Ballas,8.555533333333335,25.666600000000003,19,TV Personality,Alaska,United States
11,10,Jennifer Grey,Derek Hough,10.0,30.0,50,Actor/Actress,New York,United States
11,10,Kyle Massey,Lacey Schwimmer,9.111066666666668,27.3332,19,Actor/Actress,Georgia,United States
12,1,Chelsea Kane,Mark Ballas,7.0,21.0,22,Actor/Actress,Arizona,United States
12,1,Chris Jericho,Cheryl Burke,6.333333333333333,19.0,40,Athlete,New York,United States
12,1,Hines Ward,Kym Johnson,7.0,21.0,35,Athlete,Unknown,South Korea
12,1,Kendra Wilkinson,Louis van Amstel,6.0,18.0,25,TV Personality,California,United States
12,1,Kirstie Alley,Maksim Chmerkoskiy,7.666666666666667,23.0,60,Actor/Actress,Kansas,United States
12,1,Mike Catherwood,Lacey Schwimmer,4.333333333333333,13.0,32,Radio Personality,California,United States
12,1,Petra Nemcova,Dmitry Chaplin,6.0,18.0,31,Model,Unknown,Czechoslovakia
12,1,Ralph Macchio,Karina Smirnoff,8.0,24.0,49,Actor/Actress,New York,United States
12,1,Romeo,Chelsie Hightower,6.333333333333333,19.0,21,Singer/Rapper,Louisiana,United States
12,1,Sugar Ray Leonard,Anna Trebunskaya,5.666666666666667,17.0,54,Athlete,North Carolina,United States
12,1,Wendy Williams,Tony Dovolani,4.666666666666667,14.0,46,TV Personality,New Jersey,United States
12,2,Chelsea Kane,Mark Ballas,6.0,18.0,22,Actor/Actress,Arizona,United States
12,2,Chris Jericho,Cheryl Burke,7.666666666666667,23.0,40,Athlete,New York,United States
12,2,Hines Ward,Kym Johnson,7.666666666666667,23.0,35,Athlete,Unknown,South Korea
12,2,Kendra Wilkinson,Louis van Amstel,6.333333333333333,19.0,25,TV Personality,California,United States
12,2,Kirstie Alley,Maksim Chmerkoskiy,6.666666666666667,20.0,60,Actor/Actress,Kansas,United States
12,2,Mike Catherwood,Lacey Schwimmer,5.666666666666667,17.0,32,Radio Personality,California,United States
12,2,Petra Nemcova,Dmitry Chaplin,6.0,18.0,31,Model,Unknown,Czechoslovakia
12,2,Ralph Macchio,Karina Smirnoff,7.0,21.0,49,Actor/Actress,New York,United States
12,2,Romeo,Chelsie Hightower,7.666666666666667,23.0,21,Singer/Rapper,Louisiana,United States
12,2,Sugar Ray Leonard,Anna Trebunskaya,5.666666666666667,17.0,54,Athlete,North Carolina,United States
12,2,Wendy Williams,Tony Dovolani,5.666666666666667,17.0,46,TV Personality,New Jersey,United States
12,3,Chelsea Kane,Mark Ballas,7.666666666666667,23.0,22,Actor/Actress,Arizona,United States
12,3,Chris Jericho,Cheryl Burke,7.0,21.0,40,Athlete,New York,United States
12,3,Hines Ward,Kym Johnson,8.333333333333334,25.0,35,Athlete,Unknown,South Korea
12,3,Kendra Wilkinson,Louis van Amstel,7.666666666666667,23.0,25,TV Personality,California,United States
12,3,Kirstie Alley,Maksim Chmerkoskiy,7.0,21.0,60,Actor/Actress,Kansas,United States
12,3,Petra Nemcova,Dmitry Chaplin,8.333333333333334,25.0,31,Model,Unknown,Czechoslovakia
12,3,Ralph Macchio,Karina Smirnoff,7.0,21.0,49,Actor/Actress,New York,United States
12,3,Romeo,Chelsie Hightower,6.666666666666667,20.0,21,Singer/Rapper,Louisiana,United States
12,3,Sugar Ray Leonard,Anna Trebunskaya,6.666666666666667,20.0,54,Athlete,North Carolina,United States
12,3,Wendy Williams,Tony Dovolani,5.0,15.0,46,TV Personality,New Jersey,United States
12,4,Chelsea Kane,Mark Ballas,8.666666666666666,26.0,22,Actor/Actress,Arizona,United States
12,4,Chris Jericho,Cheryl Burke,7.666666666666667,23.0,40,Athlete,New York,United States
12,4,Hines Ward,Kym Johnson,8.333333333333334,25.0,35,Athlete,Unknown,South Korea
12,4,Kendra Wilkinson,Louis van Amstel,6.0,18.0,25,TV Personality,California,United States
12,4,Kirstie Alley,Maksim Chmerkoskiy,7.333333333333333,22.0,60,Actor/Actress,Kansas,United States
12,4,Petra Nemcova,Dmitry Chaplin,7.666666666666667,23.0,31,Model,Unknown,Czechoslovakia
12,4,Ralph Macchio,Karina Smirnoff,8.333333333333334,25.0,49,Actor/Actress,New York,United States
12,4,Romeo,Chelsie Hightower,7.666666666666667,23.0,21,Singer/Rapper,Louisiana,United States
12,4,Sugar Ray Leonard,Anna Trebunskaya,7.0,21.0,54,Athlete,North Carolina,United States
12,5,Chelsea Kane,Mark Ballas,8.666666666666666,26.0,22,Actor/Actress,Arizona,United States
12,5,Chris Jericho,Cheryl Burke,8.666666666666666,26.0,40,Athlete,New York,United States
12,5,Hines Ward,Kym Johnson,9.0,27.0,35,Athlete,Unknown,South Korea
12,5,Kendra Wilkinson,Louis van Amstel,7.333333333333333,22.0,25,TV Personality,California,United States
12,5,Kirstie Alley,Maksim Chmerkoskiy,7.666666666666667,23.0,60,Actor/Actress,Kansas,United States
12,5,Petra Nemcova,Dmitry Chaplin,7.333333333333333,22.0,31,Model,Unknown,Czechoslovakia
12,5,Ralph Macchio,Karina Smirnoff,7.333333333333333,22.0,49,Actor/Actress,New York,United States
12,5,Romeo,Chelsie Hightower,8.666666666666666,26.0,21,Singer/Rapper,Louisiana,United States
12,6,Chelsea Kane,Mark Ballas,9.333333333333334,28.0,22,Actor/Actress,Arizona,United States
12,6,Chris Jericho,Cheryl Burke,7.333333333333333,22.0,40,Athlete,New York,United States
12,6,Hines Ward,Kym Johnson,9.0,27.0,35,Athlete,Unknown,South Korea
12,6,Kendra Wilkinson,Louis van Amstel,8.333333333333334,25.0,25,TV Personality,California,United States
12,6,Kirstie Alley,Maksim Chmerkoskiy,8.666666666666666,26.0,60,Actor/Actress,Kansas,United States
12,6,Ralph Macchio,Karina Smirnoff,8.0,24.0,49,Actor/Actress,New York,United States
12,6,Romeo,Chelsie Hightower,9.333333333333334,28.0,21,Singer/Rapper,Louisiana,United States
12,7,Chelsea Kane,Mark Ballas,10.666666666666666,32.0,22,Actor/Actress,Arizona,United States
12,7,Hines Ward,Kym Johnson,11.0,33.0,35,Athlete,Unknown,South Korea
12,7,Kendra Wilkinson,Louis van Amstel,10.166666666666666,30.5,25,TV Personality,California,United States
12,7,Kirstie Alley,Maksim Chmerkoskiy,10.0,30.0,60,Actor/Actress,Kansas,United States
12,7,Ralph Macchio,Karina Smirnoff,11.0,33.0,49,Actor/Actress,New York,United States
12,7,Romeo,Chelsie Hightower,10.0,30.0,21,Singer/Rapper,Louisiana,United States
12,8,Chelsea Kane,Mark Ballas,9.166666666666666,27.5,22,Actor/Actress,Arizona,United States
12,8,Hines Ward,Kym Johnson,9.0,27.0,35,Athlete,Unknown,South Korea
12,8,Kirstie Alley,Maksim Chmerkoskiy,8.833333333333334,26.5,60,Actor/Actress,Kansas,United States
12,8,Ralph Macchio,Karina Smirnoff,7.666666666666667,23.0,49,Actor/Actress,New York,United States
12,8,Romeo,Chelsie Hightower,8.666666666666666,26.0,21,Singer/Rapper,Louisiana,United States
12,9,Chelsea Kane,Mark Ballas,12.166666666666666,36.5,22,Actor/Actress,Arizona,United States
12,9,Hines Ward,Kym Johnson,10.0,30.0,35,Athlete,Unknown,South Korea
12,9,Kirstie Alley,Maksim Chmerkoskiy,9.0,27.0,60,Actor/Actress,Kansas,United States
12,9,Ralph Macchio,Karina Smirnoff,8.0,24.0,49,Actor/Actress,New York,United States
12,10,Chelsea Kane,Mark Ballas,9.888866666666667,29.666600000000003,22,Actor/Actress,Arizona,United States
12,10,Hines Ward,Kym Johnson,9.888866666666667,29.666600000000003,35,Athlete,Unknown,South Korea
12,10,Kirstie Alley,Maksim Chmerkoskiy,9.3333,27.9999,60,Actor/Actress,Kansas,United States
13,1,Carson Kressley,Anna Trebunskaya,5.666666666666667,17.0,41,TV Personality,Pennsylvania,United States
13,1,Chaz Bono,Lacey Schwimmer,5.666666666666667,17.0,42,TV Personality,California,United States
13,1,Chynna Phillips,Tony Dovolani,7.333333333333333,22.0,43,Singer/Rapper,California,United States
13,1,David Arquette,Kym Johnson,6.0,18.0,40,Actor/Actress,Virginia,United States
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,5.0,15.0,33,Actor/Actress,Unknown,Italy
13,1,Hope Solo,Maksim Chmerkoskiy,7.0,21.0,30,Athlete,Washington,United States
13,1,J.R. Martinez,Karina Smirnoff,7.333333333333333,22.0,28,Actor/Actress,Louisiana,United States
13,1,Kristin Cavallari,Mark Ballas,6.333333333333333,19.0,24,TV Personality,Colorado,United States
13,1,Metta World Peace (Ron),Peta Murgatroyd,4.666666666666667,14.0,31,Athlete,New York,United States
13,1,Nancy Grace,Tristan MacManus,5.333333333333333,16.0,51,TV Personality,Georgia,United States
13,1,Ricki Lake,Derek Hough,6.666666666666667,20.0,42,Actor/Actress,New York,United States
13,1,Rob Kardashian,Cheryl Burke,5.333333333333333,16.0,24,TV Personality,California,United States
13,2,Carson Kressley,Anna Trebunskaya,6.0,18.0,41,TV Personality,Pennsylvania,United States
13,2,Chaz Bono,Lacey Schwimmer,5.666666666666667,17.0,42,TV Personality,California,United States
13,2,Chynna Phillips,Tony Dovolani,7.0,21.0,43,Singer/Rapper,California,United States
13,2,David Arquette,Kym Johnson,6.0,18.0,40,Actor/Actress,Virginia,United States
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,7.0,21.0,33,Actor/Actress,Unknown,Italy
13,2,Hope Solo,Maksim Chmerkoskiy,6.333333333333333,19.0,30,Athlete,Washington,United States
13,2,J.R. Martinez,Karina Smirnoff,7.333333333333333,22.0,28,Actor/Actress,Louisiana,United States
13,2,Kristin Cavallari,Mark Ballas,7.333333333333333,22.0,24,TV Personality,Colorado,United States
13,2,Nancy Grace,Tristan MacManus,7.0,21.0,51,TV Personality,Georgia,United States
13,2,Ricki Lake,Derek Hough,7.666666666666667,23.0,42,Actor/Actress,New York,United States
13,2,Rob Kardashian,Cheryl Burke,7.0,21.0,24,TV Personality,California,United States
13,3,Carson Kressley,Anna Trebunskaya,7.666666666666667,23.0,41,TV Personality,Pennsylvania,United States
13,3,Chaz Bono,Lacey Schwimmer,6.0,18.0,42,TV Personality,California,United States
13,3,Chynna Phillips,Tony Dovolani,8.666666666666666,26.0,43,Singer/Rapper,California,United States
13,3,David Arquette,Kym Johnson,8.0,24.0,40,Actor/Actress,Virginia,United States
13,3,Hope Solo,Maksim Chmerkoskiy,8.0,24.0,30,Athlete,Washington,United States
13,3,J.R. Martinez,Karina Smirnoff,8.666666666666666,26.0,28,Actor/Actress,Louisiana,United States
13,3,Kristin Cavallari,Mark Ballas,8.0,24.0,24,TV Personality,Colorado,United States
13,3,Nancy Grace,Tristan MacManus,7.0,21.0,51,TV Personality,Georgia,United States
13,3,Ricki Lake,Derek Hough,9.0,27.0,42,Actor/Actress,New York,United States
13,3,Rob Kardashian,Cheryl Burke,8.0,24.0,24,TV Personality,California,United States
13,4,Carson Kressley,Anna Trebunskaya,6.666666666666667,20.0,41,TV Personality,Pennsylvania,United States
13,4,Chaz Bono,Lacey Schwimmer,7.0,21.0,42,TV Personality,California,United States
13,4,Chynna Phillips,Tony Dovolani,7.0,21.0,43,Singer/Rapper,California,United States
13,4,David Arquette,Kym Johnson,7.666666666666667,23.0,40,Actor/Actress,Virginia,United States
13,4,Hope Solo,Maksim Chmerkoskiy,8.0,24.0,30,Athlete,Washington,United States
13,4,J.R. Martinez,Karina Smirnoff,8.666666666666666,26.0,28,Actor/Actress,Louisiana,United States
13,4,Nancy Grace,Tristan MacManus,7.0,21.0,51,TV Personality,Georgia,United States
13,4,Ricki Lake,Derek Hough,9.666666666666666,29.0,42,Actor/Actress,New York,United States
13,4,Rob Kardashian,Cheryl Burke,8.0,24.0,24,TV Personality,California,United States
13,5,Carson Kressley,Anna Trebunskaya,6.333333333333333,19.0,41,TV Personality,Pennsylvania,United States
13,5,Chaz Bono,Lacey Schwimmer,7.0,21.0,42,TV Personality,California,United States
13,5,David Arquette,Kym Johnson,8.333333333333334,25.0,40,Actor/Actress,Virginia,United States
13,5,Hope Solo,Maksim Chmerkoskiy,8.0,24.0,30,Athlete,Washington,United States
13,5,J.R. Martinez,Karina Smirnoff,9.333333333333334,28.0,28,Actor/Actress,Louisiana,United States
13,5,Nancy Grace,Tristan MacManus,7.333333333333333,22.0,51,TV Personality,Georgia,United States
13,5,Ricki Lake,Derek Hough,8.0,24.0,42,Actor/Actress,New York,United States
13,5,Rob Kardashian,Cheryl Burke,8.333333333333334,25.0,24,TV Personality,California,United States
13,6,Chaz Bono,Lacey Schwimmer,6.333333333333333,19.0,42,TV Personality,California,United States
13,6,David Arquette,Kym Johnson,7.666666666666667,23.0,40,Actor/Actress,Virginia,United States
13,6,Hope Solo,Maksim Chmerkoskiy,6.666666666666667,20.0,30,Athlete,Washington,United States
13,6,J.R. Martinez,Karina Smirnoff,9.666666666666666,29.0,28,Actor/Actress,Louisiana,United States
13,6,Nancy Grace,Tristan MacManus,8.0,24.0,51,TV Personality,Georgia,United States
13,6,Ricki Lake,Derek Hough,9.666666666666666,29.0,42,Actor/Actress,New York,United States
13,6,Rob Kardashian,Cheryl Burke,7.333333333333333,22.0,24,TV Personality,California,United States
13,7,David Arquette,Kym Johnson,7.833333333333333,23.5,40,Actor/Actress,Virginia,United States
13,7,Hope Solo,Maksim Chmerkoskiy,8.333333333333334,25.0,30,Athlete,Washington,United States
13,7,J.R. Martinez,Karina Smirnoff,8.0,24.0,28,Actor/Actress,Louisiana,United States
13,7,Nancy Grace,Tristan MacManus,7.333333333333333,22.0,51,TV Personality,Georgia,United States
13,7,Ricki Lake,Derek Hough,8.833333333333334,26.5,42,Actor/Actress,New York,United States
13,7,Rob Kardashian,Cheryl Burke,8.5,25.5,24,TV Personality,California,United States
13,8,Hope Solo,Maksim Chmerkoskiy,8.666666666666666,26.0,30,Athlete,Washington,United States
13,8,J.R. Martinez,Karina Smirnoff,10.0,30.0,28,Actor/Actress,Louisiana,United States
13,8,Nancy Grace,Tristan MacManus,7.333333333333333,22.0,51,TV Personality,Georgia,United States
13,8,Ricki Lake,Derek Hough,8.666666666666666,26.0,42,Actor/Actress,New York,United States
13,8,Rob Kardashian,Cheryl Burke,8.5,25.5,24,TV Personality,California,United States
13,9,Hope Solo,Maksim Chmerkoskiy,8.1666,24.4998,30,Athlete,Washington,United States
13,9,J.R. Martinez,Karina Smirnoff,9.333333333333334,28.0,28,Actor/Actress,Louisiana,United States
13,9,Ricki Lake,Derek Hough,11.166633333333332,33.4999,42,Actor/Actress,New York,United States
13,9,Rob Kardashian,Cheryl Burke,10.833266666666667,32.4998,24,TV Personality,California,United States
13,10,J.R. Martinez,Karina Smirnoff,9.388833333333332,28.1665,28,Actor/Actress,Louisiana,United States
13,10,Ricki Lake,Derek Hough,9.3333,27.9999,42,Actor/Actress,New York,United States
13,10,Rob Kardashian,Cheryl Burke,9.4444,28.3332,24,TV Personality,California,United States
14,1,Donald Driver,Peta Murgatroyd,7.0,21.0,37,Athlete,Texas,United States
14,1,Gavin DeGraw,Karina Smirnoff,6.666666666666667,20.0,35,Singer/Rapper,New York,United States
14,1,Gladys Knight,Tristan MacManus,7.666666666666667,23.0,67,Singer/Rapper,Georgia,United States
14,1,Jack Wagner,Anna Trebunskaya,7.666666666666667,23.0,52,Actor/Actress,Missouri,United States
14,1,Jaleel White,Kym Johnson,8.666666666666666,26.0,35,Actor/Actress,California,United States
14,1,Katherine Jenkins,Mark Ballas,8.666666666666666,26.0,31,Singer/Rapper,Unknown,Wales
14,1,Maria Menounos,Derek Hough,7.0,21.0,33,TV Personality,Massachusetts,United States
14,1,Martina Navratilova,Tony Dovolani,6.666666666666667,20.0,55,Athlete,Unknown,Czechoslovakia
14,1,Melissa Gilbert,Maksim Chmerkoskiy,6.666666666666667,20.0,47,Actor/Actress,California,United States
14,1,Roshon Fegan,Chelsie Hightower,7.666666666666667,23.0,20,Actor/Actress,California,United States
14,1,Sherri Sheperd,Valentin Chmerkovskiy,7.666666666666667,23.0,44,Actor/Actress,Illinois,United States
14,1,William Levy,Cheryl Burke,8.0,24.0,31,Actor/Actress,Unknown,Cuba
14,2,Donald Driver,Peta Murgatroyd,8.0,24.0,37,Athlete,Texas,United States
14,2,Gavin DeGraw,Karina Smirnoff,7.0,21.0,35,Singer/Rapper,New York,United States
14,2,Gladys Knight,Tristan MacManus,6.333333333333333,19.0,67,Singer/Rapper,Georgia,United States
14,2,Jack Wagner,Anna Trebunskaya,7.0,21.0,52,Actor/Actress,Missouri,United States
14,2,Jaleel White,Kym Johnson,7.333333333333333,22.0,35,Actor/Actress,California,United States
14,2,Katherine Jenkins,Mark Ballas,8.666666666666666,26.0,31,Singer/Rapper,Unknown,Wales
14,2,Maria Menounos,Derek Hough,8.333333333333334,25.0,33,TV Personality,Massachusetts,United States
14,2,Martina Navratilova,Tony Dovolani,5.666666666666667,17.0,55,Athlete,Unknown,Czechoslovakia
14,2,Melissa Gilbert,Maksim Chmerkoskiy,6.666666666666667,20.0,47,Actor/Actress,California,United States
14,2,Roshon Fegan,Chelsie Hightower,8.666666666666666,26.0,20,Actor/Actress,California,United States
14,2,Sherri Sheperd,Valentin Chmerkovskiy,7.666666666666667,23.0,44,Actor/Actress,Illinois,United States
14,2,William Levy,Cheryl Burke,8.333333333333334,25.0,31,Actor/Actress,Unknown,Cuba
14,3,Donald Driver,Peta Murgatroyd,8.666666666666666,26.0,37,Athlete,Texas,United States
14,3,Gavin DeGraw,Karina Smirnoff,8.0,24.0,35,Singer/Rapper,New York,United States
14,3,Gladys Knight,Tristan MacManus,8.0,24.0,67,Singer/Rapper,Georgia,United States
14,3,Jack Wagner,Anna Trebunskaya,8.0,24.0,52,Actor/Actress,Missouri,United States
14,3,Jaleel White,Kym Johnson,8.333333333333334,25.0,35,Actor/Actress,California,United States
14,3,Katherine Jenkins,Mark Ballas,9.666666666666666,29.0,31,Singer/Rapper,Unknown,Wales
14,3,Maria Menounos,Derek Hough,9.0,27.0,33,TV Personality,Massachusetts,United States
14,3,Melissa Gilbert,Maksim Chmerkoskiy,8.0,24.0,47,Actor/Actress,California,United States
14,3,Roshon Fegan,Chelsie Hightower,8.333333333333334,25.0,20,Actor/Actress,California,United States
14,3,Sherri Sheperd,Valentin Chmerkovskiy,8.0,24.0,44,Actor/Actress,Illinois,United States
14,3,William Levy,Cheryl Burke,9.333333333333334,28.0,31,Actor/Actress,Unknown,Cuba
14,4,Donald Driver,Peta Murgatroyd,9.0,27.0,37,Athlete,Texas,United States
14,4,Gavin DeGraw,Karina Smirnoff,7.666666666666667,23.0,35,Singer/Rapper,New York,United States
14,4,Gladys Knight,Tristan MacManus,6.666666666666667,20.0,67,Singer/Rapper,Georgia,United States
14,4,Jaleel White,Kym Johnson,7.333333333333333,22.0,35,Actor/Actress,California,United States
14,4,Katherine Jenkins,Mark Ballas,8.0,24.0,31,Singer/Rapper,Unknown,Wales
14,4,Maria Menounos,Derek Hough,8.666666666666666,26.0,33,TV Personality,Massachusetts,United States
14,4,Melissa Gilbert,Maksim Chmerkoskiy,7.333333333333333,22.0,47,Actor/Actress,California,United States
14,4,Roshon Fegan,Chelsie Hightower,8.666666666666666,26.0,20,Actor/Actress,California,United States
14,4,Sherri Sheperd,Valentin Chmerkovskiy,7.0,21.0,44,Actor/Actress,Illinois,United States
14,4,William Levy,Cheryl Burke,7.333333333333333,22.0,31,Actor/Actress,Unknown,Cuba
14,5,Donald Driver,Peta Murgatroyd,9.0,27.0,37,Athlete,Texas,United States
14,5,Gavin DeGraw,Karina Smirnoff,6.333333333333333,19.0,35,Singer/Rapper,New York,United States
14,5,Gladys Knight,Tristan MacManus,7.333333333333333,22.0,67,Singer/Rapper,Georgia,United States
14,5,Jaleel White,Kym Johnson,8.0,24.0,35,Actor/Actress,California,United States
14,5,Katherine Jenkins,Mark Ballas,9.666666666666666,29.0,31,Singer/Rapper,Unknown,Wales
14,5,Maria Menounos,Derek Hough,9.0,27.0,33,TV Personality,Massachusetts,United States
