season,celebrity_name,ballroom_partner,age,industry_clean,home_state_clean,home_country_clean,survival_weeks,final_placement,judge_avg_score,fan_vote_percent
21,Chaka Khan,Keo Motsepe,62,Singer/Rapper,Illinois,United States,2,13,4.666666666666666,0.012936467125803049
21,Gary Busey,Anna Trebunskaya,71,Actor/Actress,Texas,United States,4,10,6.041666666666667,0.0074987149167924
21,Hayes Grier,Emma Slater,15,Social Media Personality,North Carolina,United States,7,8,9.071428571428571,0.0003582478182370571
21,Kim Zolciak-Biermann,Tony Dovolani,37,TV Personality,Florida,United States,2,11,5.083333333333334,3.2004276334768004e-07
21,Nick Carter,Sharna Burgess,35,Singer/Rapper,New York,United States,11,2,9.93939393939394,0.24167889183761232
21,Paula Deen,Louis van Amstel,68,TV Personality,Georgia,United States,6,9,6.75,0.0009568687151422416
21,Tamar Braxton,Valentin Chmerkovskiy,38,Singer/Rapper,Maryland,United States,9,5,9.481481481481481,0.031626481071221846
21,Victor Espinoza,Karina Smirnoff,43,Athlete,Unknown,Mexico,2,12,5.583333333333334,2.941083946043967e-07
22,Antonio Brown,Sharna Burgess,27,Athlete,Florida,United States,9,5,8.462962962962962,0.014898466991940232
22,Doug Flutie,Karina Smirnoff,53,Athlete,Maryland,United States,6,9,7.111111111111112,0.011882177126875934
22,Geraldo Rivera,Edyta Sliwinska,72,Journalist,New York,United States,2,12,4.333333333333333,3.0450257927709984e-18
22,Ginger Zee,Valentin Chmerkovskiy,35,News Anchor,California,United States,10,3,9.027773333333332,0.31774953036808495
22,Jodie Sweetin,Keo Motsepe,34,Actor/Actress,California,United States,8,6,8.604166666666666,0.0023808826092124877
22,Kim Fields,Sasha Farber,46,Actor/Actress,New York,United States,7,8,8.142857142857142,2.5214926429775075e-06
22,Marla Maples,Tony Dovolani,52,TV Personality,Georgia,United States,4,10,7.5,3.107349293979841e-06
22,Mischa Barton,Artem Chigvintsev,30,Actor/Actress,Unknown,England,3,11,5.444444444444444,9.49265042756297e-07
22,Nyle DiMarco,Peta Murgatroyd,26,Model,New York,United States,10,1,9.283326666666667,0.3177495306968674
22,Paige VanZant,Mark Ballas,22,Athlete,Oregon,United States,10,2,9.255553333333333,0.31774953070880796
22,Von Miller,Witney Carson,27,Athlete,Texas,United States,7,7,8.19047619047619,0.00014178829327330606
22,Wanya Morris,Lindsay Arnold,42,Singer/Rapper,Pennsylvania,United States,9,4,9.166666666666666,0.02689581222291769
23,Amber Rose,Maksim Chmerkoskiy,32,Model,Pennsylvania,United States,6,9,8.277777777777779,0.00015726418596827813
23,Babyface,Allison Holker,57,Singer/Rapper,Indiana,United States,4,11,8.25,4.5644915158790047e-11
23,Calvin Johnson Jr.,Lindsay Arnold,30,Athlete,Georgia,United States,11,3,10.313124242424243,0.24126286952770667
23,Jake T. Austin,Jenna Johnson,21,Actor/Actress,New York,United States,2,13,7.666666666666666,7.512212096822997e-11
23,James Hinchcliffe,Sharna Burgess,29,Racing Driver,Unknown,Canada,11,2,10.924230303030303,0.24126286891773188
23,Jana Kramer,Gleb Savchenko,32,Singer/Rapper,Michigan,United States,11,4,10.303030303030303,0.24126286896754526
23,Laurie Hernandez,Valentin Chmerkovskiy,16,Athlete,New Jersey,United States,11,1,10.994945454545455,0.24126286964109792
23,Marilu Henner,Derek Hough,64,Actor/Actress,Illinois,United States,9,6,9.444444444444445,0.01914163757245971
23,Maureen McCormick,Artem Chigvintsev,60,Actor/Actress,California,United States,7,8,8.952380952380953,0.00022868015043473792
23,Rick Perry,Emma Slater,66,Politician,Texas,United States,3,12,7.222222222222222,0.004782875058717633
23,Ryan Lochte,Cheryl Burke,32,Athlete,New York,United States,8,7,8.666666666666666,0.0009471763128337025
23,Terra Jole,Sasha Farber,36,TV Personality,Texas,United States,10,5,9.816666666666666,0.01750932965973323
23,Vanilla Ice,Witney Carson,48,Singer/Rapper,Texas,United States,4,10,8.083333333333334,0.003148834071088475
24,Bonner Bolton,Sharna Burgess,29,Athlete,Texas,United States,8,5,9.479166666666666,0.02109532919947374
24,Charo,Keo Motsepe,66,Actor/Actress,Unknown,Spain,3,11,7.777777777777779,0.0006252059351324334
24,Chris Kattan,Witney Carson,46,Comedian,California,United States,2,12,6.5,0.00032101729896860003
24,David Ross,Lindsay Arnold,40,Athlete,Georgia,United States,10,2,10.427776666666666,0.3163082088992779
24,Erika Jayne,Gleb Savchenko,45,Singer/Rapper,Georgia,United States,5,9,9.333333333333332,0.00121589063034828
24,Heather Morris,Maksim Chmerkoskiy,30,Actor/Actress,California,United States,6,8,10.944444444444445,1.1444363256842482e-05
24,Mr. T,Kym Herjavec,64,Actor/Actress,Illinois,United States,4,10,7.833333333333334,0.001104734098770075
24,Nancy Kerrigan,Artem Chigvintsev,47,Athlete,Massachusetts,United States,7,7,10.833333333333332,0.011203834877720828
24,Nick Viall,Peta Murgatroyd,36,TV Personality,Wisconsin,United States,7,6,9.69047619047619,0.0233287043593778
24,Normani,Valentin Chmerkovskiy,20,Singer/Rapper,Georgia,United States,10,3,11.961106666666666,0.3163082103284255
24,Rashad Jennings,Emma Slater,32,Athlete,Virginia,United States,10,1,11.72222,0.3163082097328587
24,Simone Biles,Sasha Farber,20,Athlete,Ohio,United States,9,4,11.722222222222221,0.009686510445466444
25,Barbara Corcoran,Keo Motsepe,68,Entrepreneur,New Jersey,United States,2,13,5.166666666666667,0.0004070763244909
25,Debbie Gibson,Alan Bersten,47,Singer/Rapper,New York,United States,2,12,6.25,0.00040707632934365004
25,Derek Fisher,Sharna Burgess,43,Athlete,Arkansas,United States,4,11,6.75,5.8868211883456384e-05
25,Drew Scott,Emma Slater,39,TV Personality,Unknown,Canada,10,4,8.4,0.24677508548516153
25,Frankie Muniz,Witney Carson,31,Actor/Actress,New Jersey,United States,10,3,8.962956666666667,0.246775086487713
25,Jordan Fisher,Lindsay Arnold,23,Actor/Actress,Alabama,United States,10,1,9.833333333333332,0.24677508646964444
25,Lindsey Stirling,Mark Ballas,31,Musician,California,United States,10,2,9.55,0.24677508601538456
25,Nick Lachey,Peta Murgatroyd,43,Singer/Rapper,Kentucky,United States,6,9,7.111111111111111,0.007512597494185616
25,Nikki Bella,Artem Chigvintsev,33,Athlete,California,United States,7,8,8.166666666666668,0.00013081567772875715
25,Sasha Pieterse,Gleb Savchenko,21,Actor/Actress,Unknown,South Africa,5,10,7.166666666666666,2.6301192513659658e-05
25,Terrell Owens,Cheryl Burke,43,Athlete,Alabama,United States,8,6,7.979166666666667,5.075303823749547e-05
25,Vanessa Lachey,Maksim Chmerkoskiy,36,TV Personality,Unknown,Philippines,7,7,8.5,0.00011341352010892989
25,Victoria Arlen,Valentin Chmerkovskiy,22,Athlete,New Hamshire,United States,9,5,8.462962962962964,0.008867784183034834
26,Adam Rippon,Jenna Johnson,28,Athlete,Pennsylvania,United States,4,1,10.916666666666666,0.33101729178915784
26,Arike Ogunbowale,Gleb Savchenko,21,Athlete,Wisconsin,United States,2,7,9.166666666666666,4.32198600919542e-19
26,Chris Mazdzer,Witney Carson,29,Athlete,Massachusetts,United States,3,5,9.666666666666666,0.0004291075900472333
26,Jamie Anderson,Artem Chigvintsev,27,Athlete,California,United States,1,10,6.333333333333333,0.0
26,Jennie Finch Daigle,Keo Motsepe,37,Athlete,California,United States,3,6,9.055555555555555,0.0008541018724934333
26,Johnny Damon,Emma Slater,44,Athlete,Kansas,United States,1,9,6.0,0.0047619047619047
26,Josh Norman,Sharna Burgess,30,Athlete,South Carolina,United States,4,2,10.166666666666666,0.33101729139913755
26,Kareem Abdul-Jabbar,Lindsay Arnold,71,Athlete,New York,United States,2,8,7.75,0.008946776870743
26,Mirai Nagasu,Alan Bersten,25,Athlete,California,United States,3,4,10.555555555555555,0.0004291394923245666
26,Tonya Harding,Sasha Farber,47,Athlete,Oregon,United States,4,3,9.916666666666668,0.33101729046970785
27,Alexis Ren,Alan Bersten,21,Social Media Personality,California,United States,9,4,8.833333333333334,0.23157765385955095
27,Bobby Bones,Sharna Burgess,38,Radio Personality,Arkansas,United States,9,1,7.462962962962964,0.23158776635879189
27,Danelle Umstead,Artem Chigvintsev,46,Athlete,New Mexico,United States,2,12,6.083333333333334,0.00038727150474155
27,DeMarcus Ware,Lindsay Arnold,36,Athlete,Alabama,United States,7,7,8.238095238095237,0.015207572637143544
27,Evanna Lynch,Keo Motsepe,27,Actor/Actress,Unknown,Ireland,9,3,8.685185185185185,0.23158737202024396
27,Joe Amabile,Jenna Johnson,32,TV Personality,Illinois,United States,8,6,6.25,0.04519853548805886
27,John Schneider,Emma Slater,58,Actor/Actress,New York,United States,7,8,7.214285714285714,0.019909851785948156
27,Juan Pablo Di Pace,Cheryl Burke,39,Actor/Actress,Unknown,Argentina,8,5,9.125,0.0062803878290147745
27,Mary Lou Retton,Sasha Farber,50,Athlete,West Virginia,United States,6,9,7.888888888888889,1.7974342316066312e-05
27,Milo Manheim,Witney Carson,17,Actor/Actress,California,United States,9,2,9.092592592592592,0.23158676755613283
27,Nancy McKeon,Valentin Chmerkovskiy,52,Actor/Actress,New York,United States,3,11,6.888888888888888,0.0014065104112966666
27,Nikki Glaser,Gleb Savchenko,34,Comedian,Ohio,United States,1,13,5.833333333333333,8.504327281942168e-05
27,Tinashe,Brandon Armstrong,25,Singer/Rapper,Kentucky,United States,4,10,8.5,2.591036532116174e-05
28,Ally Brooke,Sasha Farber,26,Singer/Rapper,Texas,United States,11,3,9.106060606060607,0.09857929921263811
28,Hannah Brown,Alan Bersten,24,TV Personality,Alabama,United States,11,1,8.924236363636364,0.11137106829119107
28,James Van Der Beek,Emma Slater,42,Actor/Actress,Connecticut,United States,10,5,8.849993333333334,0.15851018410969528
28,Karamo Brown,Jenna Johnson,38,TV Personality,Texas,United States,7,8,7.166666666666667,0.06849595769145495
28,Kate Flannery,Pasha Pashkov,55,Actor/Actress,Pennsylvania,United States,8,7,7.791658333333333,0.1887780240201389
28,Kel Mitchell,Witney Carson,41,Actor/Actress,Illinois,United States,11,2,8.803024242424241,0.13650706868750132
28,Lamar Odom,Peta Murgatroyd,39,Athlete,New York,United States,4,10,4.583333333333333,0.0809365540688398
28,Lauren Alaina,Gleb Savchenko,24,Singer/Rapper,Georgia,United States,11,4,8.5,0.1409273514143847
28,Mary Wilson,Brandon Armstrong,75,Singer/Rapper,Nevada,United States,2,12,5.333333333333334,0.0630086924161948
28,Ray Lewis,Cheryl Burke,44,Athlete,Florida,United States,2,11,5.0,0.0891077473623774
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,21,Model,New York,United States,6,9,7.833333333333333,0.08165956051931193
28,Sean Spicer,Lindsay Arnold,48,Politician,New York,United States,9,6,6.296296296296297,0.1051147933656117
29,AJ McLean,Cheryl Burke,42,Singer/Rapper,Florida,United States,9,7,7.8148074074074065,0.08027701381258646
29,Anne Heche,Keo Motsepe,51,Actor/Actress,Ohio,United States,4,13,6.0,0.1303416792962418
29,Carole Baskin,Pasha Pashkov,59,TV Personality,Texas,United States,3,14,4.333333333333333,0.04384597156329217
29,Charles Oakley,Emma Slater,56,Athlete,Ohio,United States,2,15,4.5,0.0526590349412467
29,Chrishell Stause,Gleb Savchenko,39,Actor/Actress,Kentucky,United States,8,8,7.125,0.1015745788340092
29,Jeannie Mai,Brandon Armstrong,41,TV Personality,California,United States,7,9,7.285714285714286,0.12271560584799289
29,Jesse Metcalfe,Sharna Burgess,41,Actor/Actress,California,United States,5,12,6.533333333333333,0.1045596571567301
29,Johnny Weir,Britt Stewart,36,Athlete,Pennsylvania,United States,10,6,8.35,0.07915072599577432
29,Justina Machado,Sasha Farber,48,Actor/Actress,Illinois,United States,11,4,8.363624242424242,0.13871780188869223
29,Kaitlyn Bristowe,Artem Chigvintsev,35,TV Personality,Unknown,Canada,11,1,8.666666666666666,0.07878477641663567
29,Monica Aldama,Valentin Chmerkovskiy,48,TV Personality,Alabama,United States,7,10,7.3809523809523805,0.06739047892666149
29,Nelly,Daniella Karagach,45,Singer/Rapper,Texas,United States,11,3,7.651515151515152,0.11887038591611371
29,Nev Schulman,Jenna Johnson,35,Producer,New York,United States,11,2,8.787872727272728,0.0834200100790826
29,Skai Jackson,Alan Bersten,18,Actor/Actress,New York,United States,10,5,7.849986666666666,0.10178084849171717
29,Veron Davis,Peta Murgatroyd,36,Athlete,Washington D.C.,United States,6,11,6.722222222222222,0.07101803364506569
30,Amanda Kloots,Alan Bersten,39,TV Personality,Ohio,United States,10,4,11.65,0.08070463870864919
30,Brian Austin Green,Sharna Burgess,48,Actor/Actress,California,United States,4,13,7.666666666666666,0.09561430449837525
30,Christine Chiu,Pasha Pashkov,38,TV Personality,Unknown,Taiwan China,3,14,7.777777777777779,0.047972342654076634
30,Cody Rigsby,Cheryl Burke,34,Fitness Instructor,California,United States,10,3,10.35,0.13093276320425695
30,Iman Shumpert,Daniella Karagach,31,Athlete,Illinois,United States,10,1,10.366666666666667,0.14476332501038733
30,Jimmie Allen,Emma Slater,36,Singer/Rapper,Delaware,United States,8,7,10.145833333333332,0.06542898201927523
30,JoJo Siwa,Jenna Johnson,18,Social Media Personality,Nebraska,United States,10,2,11.966666666666667,0.09170426163279578
30,Kenya Moore,Brandon Armstrong,50,TV Personality,Michigan,United States,6,10,9.36111111111111,0.13446626463344438
30,Martin Kove,Britt Stewart,75,Actor/Actress,New York,United States,2,15,4.666666666666666,0.09878876732176314
30,Matt James,Lindsay Arnold,29,Athlete,North Carolina,United States,4,12,7.875,0.08051102965553672
30,Melanie C,Gleb Savchenko,47,Singer/Rapper,Unknown,England,5,11,9.866666666666665,0.05714170774974796
30,Melora Hardin,Artem Chigvintsev,54,Actor/Actress,Texas,United States,9,6,11.055555555555555,0.10691921075502117
30,"Mike ""The Miz"" Mizanin",Witney Carson,40,Athlete,Ohio,United States,7,9,9.642857142857142,0.09172596669711626
30,Olivia Jade,Valentin Chmerkovskiy,21,Social Media Personality,California,United States,8,8,10.875,0.06161546953683216
30,Suni Lee,Sasha Farber,18,Athlete,Minnesota,United States,9,5,10.981481481481483,0.08441531250493658
31,Charli D'Amelio,Mark Ballas,18,Social Media Personality,Connecticut,United States,10,1,12.633333333333333,0.09714303982652636
31,Cheryl Ladd,Louis van Amstel,71,Actor/Actress,South Dakota,United States,3,14,7.333333333333333,0.08658970389017485
31,Daniel Durant,Britt Stewart,32,Actor/Actress,Michigan,United States,9,5,10.87037037037037,0.07854959120747168
31,Gabby Windey,Valentin Chmerkovskiy,31,TV Personality,Illinois,United States,10,2,12.083333333333334,0.1978249095324162
31,Heidi D'Amelio,Artem Chigvintsev,50,Social Media Personality,Louisiana,United States,8,8,10.958333333333334,0.06622567879145227
31,Jason Lewis,Peta Murgatroyd,51,Actor/Actress,California,United States,1,16,6.0,0.1500601454214696
31,Jessie James Decker,Alan Bersten,34,Singer/Rapper,Unknown,Italy,6,10,9.444444444444445,0.056423244095955595
31,Jordin Sparks,Brandon Armstrong,32,Singer/Rapper,Arizona,United States,7,9,10.476190476190476,0.06590980185058001
31,Joseph Baena,Daniella Karagach,24,Actor/Actress,California,United States,5,11,9.266666666666667,0.07509526779639504
31,Sam Champion,Cheryl Burke,61,News Anchor,Kentucky,United States,4,13,8.0,0.05641291734610567
31,Selma Blair,Sasha Farber,50,Actor/Actress,Michigan,United States,5,12,10.4,0.09427607938382582
31,Shangela,Gleb Savchenko,40,TV Personality,Texas,United States,10,4,11.516666666666667,0.0908817885895317
31,Teresa Giudice,Pasha Pashkov,50,TV Personality,New Jersey,United States,2,15,7.166666666666667,0.04243029737757615
31,Trevor Donovan,Emma Slater,39,Actor/Actress,California,United States,9,6,10.61111111111111,0.08604676597428335
31,Vinny Guadagnino,Koko Iwasaki,34,TV Personality,New York,United States,8,7,8.979166666666666,0.11195291448370268
31,Wayne Brady,Witney Carson,50,Comedian,Georgia,United States,10,3,12.083333333333332,0.08676003250157513
32,Adrian Peterson,Britt Stewart,38,Athlete,Texas,United States,4,11,6.333333333333333,0.06626330193695058
32,Alyson Hannigan,Sasha Farber,49,Actor/Actress,Washington D.C.,United States,11,5,8.515151515151516,0.1847788013640642
32,Ariana Madix,Pasha Pashkov,38,TV Personality,Florida,United States,11,3,10.287878787878789,0.09353850042749888
32,Barry Williams,Peta Murgatroyd,68,Actor/Actress,California,United States,8,7,8.229166666666666,0.11217779638903629
32,Charity Lawson,Artem Chigvintsev,27,TV Personality,Georgia,United States,11,4,10.212121212121211,0.10749666119845024
32,Harry Jowsey,Rylee Arnold,26,TV Personality,Unknown,Australia,9,6,7.740740740740741,0.10796107749045385
32,Jamie Lynn Spears,Alan Bersten,32,Actor/Actress,Mississippi,United States,2,13,5.166666666666666,0.1057358959324443
32,Jason Mraz,Daniella Karagach,46,Singer/Rapper,Virginia,United States,11,2,10.287878787878789,0.10400225111506574
32,Lele Pons,Brandon Armstrong,27,Social Media Personality,Unknown,Venezuela,7,8,8.880952380952381,0.06449648601835004
32,Matt Walsh,Koko Iwasaki,58,Comedian,Illinois,United States,1,14,4.0,0.0613997751539948
32,Mauricio Umansky,Emma Slater,53,TV Personality,Unknown,Mexico,6,9,7.0,0.1480419852298259
32,Mira Sorvino,Gleb Savchenko,55,Actor/Actress,New York,United States,5,10,6.933333333333333,0.11502563085237552
32,Tyson Beckford,Jenna Johnson,52,Model,New York,United States,3,12,5.555555555555556,0.0601613015509049
32,Xochitl Gomez,Valentin Chmerkovskiy,17,Actor/Actress,California,United States,11,1,10.575757575757576,0.10088049355718803
33,Anna Delvey,Ezra Sosa,33,Con artist,Unknown,Russia,2,12,5.833333333333334,0.0566071803874452
33,Brooks Nader,Gleb Savchenko,27,Model,New York,United States,4,9,8.375,0.0654683036543311
33,Chandler Kinney,Brandon Armstrong,24,Actor/Actress,California,United States,9,3,9.685185185185185,0.11729588707928691
33,Danny Amendola,Witney Carson,39,Athlete,Texas,United States,9,5,8.925925925925927,0.11256175745957465
33,Dwight Howard ,Daniella Karagach,38,Athlete,Georgia,United States,7,6,8.476190476190476,0.10665130095346396
33,Eric Roberts,Britt Stewart,68,Actor/Actress,California,United States,3,10,5.888888888888889,0.09893742419046636
33,Ilona Maher,Alan Bersten,28,Athlete,California,United States,9,2,8.592592592592592,0.1650030632985069
33,Jenn Tran,Sasha Farber,26,TV Personality,Florida,United States,6,7,8.75,0.15701743721744763
33,Joey Graziadei,Jenna Johnson,29,TV Personality,Louisiana,United States,9,1,9.555555555555555,0.09343549623885457
33,Phaedra Parks,Val Chmerkovskiy,51,TV Personality,Georgia,United States,5,8,8.266666666666667,0.09440328017020919
33,Reginald VelJohnson,Emma Slater,74,Actor/Actress,New York,United States,3,10,5.777777777777778,0.10152211630400793
33,Stephen Nedoroscik,Rylee Arnold,26,Athlete,Florida,United States,9,4,8.962962962962964,0.13881589313265572
33,Tori Spelling,Pasha Pashkov,51,Actor/Actress,California,United States,2,12,6.0,0.1094223987072358
34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),24,Social media personality,Florida,United States,11,2,10.045454545454545,0.08036570670981619
34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),59,Comedian,California,United States,9,7,7.555555555555555,0.08939429441907017
34,Baron Davis,Britt Stewart,46,Athlete,California,United States,2,13,4.666666666666667,0.0812242678063764
34,Corey Feldman,Jenna Johnson,54,Actor/Actress,California,United States,2,13,4.0,0.1029323664937359
34,Danielle Fishel,Pasha Pashkov,44,Actor/Actress,California,United States,8,8,8.75,0.12674399781598245
34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),33,TV Personality,California,United States,11,4,9.661612121212121,0.20405934840082063
34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),55,Actor/Actress,Georgia,United States,11,5,9.303024242424243,0.12406129723205521
34,Hilaria Baldwin,Gleb Savchenko,41,Entrepreneur,New York,United States,4,11,6.666666666666667,0.05932260998282428
34,Jen Affleck,Jan Ravnik,26,TV Personality,Utah,United States,7,9,8.142857142857142,0.059921111855845074
34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),24,Athlete,Texas,United States,11,3,9.853533333333333,0.11577979589666562
34,Lauren Jauregui,Brandon Armstrong,29,Singer/Rapper,Florida,United States,3,12,5.777777777777778,0.05324846855612833
34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),22,Conservationist,Unknown,Australia,11,1,10.065654545454546,0.08489474557111376
34,Scott Hoying,Rylee Arnold,34,Singer/Rapper,California,United States,6,10,7.166666666666667,0.06105902767555019
34,Whitney Leavitt,Mark Ballas,32,TV Personality,Utah,United States,10,6,10.35,0.09295784725411957
