season,week,celebrity_name,ballroom_partner,fan_vote_percent,age,industry_clean,home_state_clean,home_country_clean
9,1,Kathy Ireland,Tony Dovolani,2.842865318766581e-07,46,Model,California,United States
9,1,Kelly Osbourne,Louis van Amstel,0.3259546351023288,24,TV Personality,Unknown,England
9,1,Louie Vito,Chelsie Hightower,0.0027555086373372,21,Athlete,Ohio,United States
9,1,Macy Gray,Jonathan Roberts,7.959669323462927e-07,42,Singer/Rapper,Ohio,United States
9,1,Mark Dacascos,Lacey Schwimmer,1.6819553208208773e-06,45,Actor/Actress,Hawaii,United States
9,1,Melissa Joan Hart,Mark Ballas,4.271185976213281e-06,33,Actor/Actress,New York,United States
9,1,Michael Irvin,Anna Demidova,0.0116184605058674,43,Athlete,Florida,United States
9,1,Mya,Dmitry Chaplin,0.3259545630648346,29,Singer/Rapper,Washington D.C.,United States
9,1,Natalie Coughlin,Alec Mazo,8.555800602752896e-07,27,Athlete,California,United States
9,1,Tom DeLay,Cheryl Burke,0.0077450976614796,62,Politician,Texas,United States
9,2,Aaron Carter,Karina Smirnoff,2.973452511026687e-06,21,Singer/Rapper,Florida,United States
9,2,Chuck Liddell,Anna Trebunskaya,2.992379235971441e-06,39,Athlete,California,United States
9,2,Debi Mazar,Maksim Chmerkoskiy,9.00397321929923e-07,45,Actor/Actress,New York,United States
9,2,Donny Osmond,Kym Johnson,0.325953482654155,51,Singer/Rapper,Utah,United States
9,2,Joanna Krupa,Derek Hough,3.454122241734738e-06,30,Model,Unknown,Poland
9,2,Kathy Ireland,Tony Dovolani,3.277600255444782e-07,46,Model,California,United States
9,2,Kelly Osbourne,Louis van Amstel,0.3259544337849775,24,TV Personality,Unknown,England
9,2,Louie Vito,Chelsie Hightower,0.0027551806159314,21,Athlete,Ohio,United States
9,2,Mark Dacascos,Lacey Schwimmer,3.858442037418851e-06,45,Actor/Actress,Hawaii,United States
9,2,Melissa Joan Hart,Mark Ballas,2.831831113270364e-06,33,Actor/Actress,New York,United States
9,2,Michael Irvin,Anna Demidova,0.011617915841768,43,Athlete,Florida,United States
9,2,Mya,Dmitry Chaplin,0.3259546507655689,29,Singer/Rapper,Washington D.C.,United States
9,2,Natalie Coughlin,Alec Mazo,2.144873775427022e-06,27,Athlete,California,United States
9,2,Tom DeLay,Cheryl Burke,0.0077448530793367,62,Politician,Texas,United States
9,3,Aaron Carter,Karina Smirnoff,1.1729441985355657e-18,21,Singer/Rapper,Florida,United States
9,3,Chuck Liddell,Anna Trebunskaya,1.8306303214191195e-18,39,Athlete,California,United States
9,3,Debi Mazar,Maksim Chmerkoskiy,1.8754344995592097e-19,45,Actor/Actress,New York,United States
9,3,Donny Osmond,Kym Johnson,0.3259579402490866,51,Singer/Rapper,Utah,United States
9,3,Joanna Krupa,Derek Hough,4.800325348368795e-07,30,Model,Unknown,Poland
9,3,Kelly Osbourne,Louis van Amstel,0.3259564601292645,24,TV Personality,Unknown,England
9,3,Louie Vito,Chelsie Hightower,0.0027523391696313,21,Athlete,Ohio,United States
9,3,Mark Dacascos,Lacey Schwimmer,1.220579686224959e-18,45,Actor/Actress,Hawaii,United States
9,3,Melissa Joan Hart,Mark Ballas,4.458392466049712e-19,33,Actor/Actress,New York,United States
9,3,Michael Irvin,Anna Demidova,0.0116262973305421,43,Athlete,Florida,United States
9,3,Mya,Dmitry Chaplin,0.3259561276883994,29,Singer/Rapper,Washington D.C.,United States
9,3,Natalie Coughlin,Alec Mazo,7.28334515115216e-19,27,Athlete,California,United States
9,3,Tom DeLay,Cheryl Burke,0.0077503554005412,62,Politician,Texas,United States
9,4,Aaron Carter,Karina Smirnoff,0.0006453817279576,21,Singer/Rapper,Florida,United States
9,4,Chuck Liddell,Anna Trebunskaya,2.2526119421030965e-19,39,Athlete,California,United States
9,4,Donny Osmond,Kym Johnson,0.3273364010901124,51,Singer/Rapper,Utah,United States
9,4,Joanna Krupa,Derek Hough,0.000644403393422,30,Model,Unknown,Poland
9,4,Kelly Osbourne,Louis van Amstel,0.3273382593459937,24,TV Personality,Unknown,England
9,4,Louie Vito,Chelsie Hightower,0.0041322314049586,21,Athlete,Ohio,United States
9,4,Mark Dacascos,Lacey Schwimmer,0.0004213105463036,45,Actor/Actress,Hawaii,United States
9,4,Melissa Joan Hart,Mark Ballas,0.0004196539224473,33,Actor/Actress,New York,United States
9,4,Michael Irvin,Anna Demidova,0.011110988292476,43,Athlete,Florida,United States
9,4,Mya,Dmitry Chaplin,0.3273386824480992,29,Singer/Rapper,Washington D.C.,United States
9,4,Natalie Coughlin,Alec Mazo,0.000612687828229,27,Athlete,California,United States
9,5,Aaron Carter,Karina Smirnoff,0.0006341048212299,21,Singer/Rapper,Florida,United States
9,5,Donny Osmond,Kym Johnson,0.3280602599862922,51,Singer/Rapper,Utah,United States
9,5,Joanna Krupa,Derek Hough,0.0006264460231073,30,Model,Unknown,Poland
9,5,Kelly Osbourne,Louis van Amstel,0.3280582055248638,24,TV Personality,Unknown,England
9,5,Louie Vito,Chelsie Hightower,0.0037234510175197,21,Athlete,Ohio,United States
9,5,Mark Dacascos,Lacey Schwimmer,0.0001840124661684,45,Actor/Actress,Hawaii,United States
9,5,Melissa Joan Hart,Mark Ballas,0.0001791082275789,33,Actor/Actress,New York,United States
9,5,Michael Irvin,Anna Demidova,0.0099281656056391,43,Athlete,Florida,United States
9,5,Mya,Dmitry Chaplin,0.328057741442973,29,Singer/Rapper,Washington D.C.,United States
9,5,Natalie Coughlin,Alec Mazo,0.0005485048846272,27,Athlete,California,United States
9,6,Aaron Carter,Karina Smirnoff,0.0006674635942003,21,Singer/Rapper,Florida,United States
9,6,Donny Osmond,Kym Johnson,0.3288316308442507,51,Singer/Rapper,Utah,United States
9,6,Joanna Krupa,Derek Hough,0.0006598262309157,30,Model,Unknown,Poland
9,6,Kelly Osbourne,Louis van Amstel,0.3288336767233699,24,TV Personality,Unknown,England
9,6,Louie Vito,Chelsie Hightower,0.0033745047880609,21,Athlete,Ohio,United States
9,6,Mark Dacascos,Lacey Schwimmer,1.3997618132524557e-19,45,Actor/Actress,Hawaii,United States
9,6,Melissa Joan Hart,Mark Ballas,1.1898249990532165e-07,33,Actor/Actress,New York,United States
9,6,Michael Irvin,Anna Demidova,0.0087986345278681,43,Athlete,Florida,United States
9,6,Mya,Dmitry Chaplin,0.3288341443088343,29,Singer/Rapper,Washington D.C.,United States
9,7,Aaron Carter,Karina Smirnoff,0.001058250997071,21,Singer/Rapper,Florida,United States
9,7,Donny Osmond,Kym Johnson,0.3299581013136819,51,Singer/Rapper,Utah,United States
9,7,Joanna Krupa,Derek Hough,0.0010509792759262,30,Model,Unknown,Poland
9,7,Kelly Osbourne,Louis van Amstel,0.3299562605872455,24,TV Personality,Unknown,England
9,7,Mark Dacascos,Lacey Schwimmer,3.4417395673177605e-19,45,Actor/Actress,Hawaii,United States
9,7,Michael Irvin,Anna Demidova,0.0080205645870354,43,Athlete,Florida,United States
9,7,Mya,Dmitry Chaplin,0.3299558432390397,29,Singer/Rapper,Washington D.C.,United States
9,8,Aaron Carter,Karina Smirnoff,0.0022177532099635,21,Singer/Rapper,Florida,United States
9,8,Donny Osmond,Kym Johnson,0.331855428768342,51,Singer/Rapper,Utah,United States
9,8,Joanna Krupa,Derek Hough,0.0022127151459563,30,Model,Unknown,Poland
9,8,Kelly Osbourne,Louis van Amstel,0.3318568841611767,24,TV Personality,Unknown,England
9,8,Mya,Dmitry Chaplin,0.3318572187145613,29,Singer/Rapper,Washington D.C.,United States
9,9,Donny Osmond,Kym Johnson,0.3325981282553601,51,Singer/Rapper,Utah,United States
9,9,Joanna Krupa,Derek Hough,0.0022076936434726,30,Model,Unknown,Poland
9,9,Kelly Osbourne,Louis van Amstel,0.3325971946646419,24,TV Personality,Unknown,England
9,9,Mya,Dmitry Chaplin,0.3325969834365252,29,Singer/Rapper,Washington D.C.,United States
9,10,Donny Osmond,Kym Johnson,0.3333330945451951,51,Singer/Rapper,Utah,United States
9,10,Kelly Osbourne,Louis van Amstel,0.3333334149564536,24,TV Personality,Unknown,England
9,10,Mya,Dmitry Chaplin,0.3333334904983512,29,Singer/Rapper,Washington D.C.,United States
10,1,Aiden Turner,Edyta Sliwinska,0.0042839101599187,32,Actor/Actress,Unknown,England
10,1,Buzz Aldrin,Ashly DelGrosso,0.0363302187285743,80,Astronaut,New Jersey,United States
10,1,Chad Ochocinco,Cheryl Burke,0.0181822449350373,32,Athlete,Florida,United States
10,1,Erin Andrews,Maksim Chmerkoskiy,0.3061555207750307,32,Sports Broadcaster,Maine,United States
10,1,Evan Lysacek,Anna Trebunskaya,0.3061553187861528,24,Athlete,Illinois,United States
10,1,Jake Pavelka,Chelsie Hightower,0.0,32,TV Personality,Texas,United States
10,1,Kate Gosselin,Tony Dovolani,0.0227373584375021,35,TV Personality,Pennsylvania,United States
10,1,Nicole Scherzinger,Derek Hough,0.3061554281777838,31,Singer/Rapper,Hawaii,United States
10,1,Niecy Nash,Louis van Amstel,0.0,40,Actor/Actress,California,United States
10,1,Pamela Anderson,Damian Whitewood,0.0,42,Model,Unknown,Canada
10,1,Shannen Doherty,Mark Ballas,0.0,38,Actor/Actress,Tennessee,United States
10,2,Aiden Turner,Edyta Sliwinska,0.0045454545454545,32,Actor/Actress,Unknown,England
10,2,Buzz Aldrin,Ashly DelGrosso,0.036363276255353,80,Astronaut,New Jersey,United States
10,2,Chad Ochocinco,Cheryl Burke,0.0181827945070527,32,Athlete,Florida,United States
10,2,Erin Andrews,Maksim Chmerkoskiy,0.3060599059421665,32,Sports Broadcaster,Maine,United States
10,2,Evan Lysacek,Anna Trebunskaya,0.3060604857208211,24,Athlete,Illinois,United States
10,2,Jake Pavelka,Chelsie Hightower,2.6540775903924186e-18,32,TV Personality,Texas,United States
10,2,Kate Gosselin,Tony Dovolani,0.0227279074768702,35,TV Personality,Pennsylvania,United States
10,2,Nicole Scherzinger,Derek Hough,0.3060601755522817,31,Singer/Rapper,Hawaii,United States
10,2,Niecy Nash,Louis van Amstel,1.7523417612796965e-17,40,Actor/Actress,California,United States
10,2,Pamela Anderson,Damian Whitewood,1.4450996855137498e-17,42,Model,Unknown,Canada
10,2,Shannen Doherty,Mark Ballas,2.0139830281989448e-19,38,Actor/Actress,Tennessee,United States
10,3,Aiden Turner,Edyta Sliwinska,0.0039809805239105,32,Actor/Actress,Unknown,England
10,3,Buzz Aldrin,Ashly DelGrosso,0.0316663419173236,80,Astronaut,New Jersey,United States
10,3,Chad Ochocinco,Cheryl Burke,0.0164214636868787,32,Athlete,Florida,United States
10,3,Erin Andrews,Maksim Chmerkoskiy,0.3084684395879903,32,Sports Broadcaster,Maine,United States
10,3,Evan Lysacek,Anna Trebunskaya,0.3084675293401779,24,Athlete,Illinois,United States
10,3,Jake Pavelka,Chelsie Hightower,0.0001911953436346,32,TV Personality,Texas,United States
10,3,Kate Gosselin,Tony Dovolani,0.0218141251685551,35,TV Personality,Pennsylvania,United States
10,3,Nicole Scherzinger,Derek Hough,0.308467998774762,31,Singer/Rapper,Hawaii,United States
10,3,Niecy Nash,Louis van Amstel,0.000521925656767,40,Actor/Actress,California,United States
10,3,Pamela Anderson,Damian Whitewood,0.0,42,Model,Unknown,Canada
10,4,Aiden Turner,Edyta Sliwinska,0.0067844591129258,32,Actor/Actress,Unknown,England
10,4,Chad Ochocinco,Cheryl Burke,0.0178836365427774,32,Athlete,Florida,United States
10,4,Erin Andrews,Maksim Chmerkoskiy,0.314141373668473,32,Sports Broadcaster,Maine,United States
10,4,Evan Lysacek,Anna Trebunskaya,0.3141425261660808,24,Athlete,Illinois,United States
10,4,Jake Pavelka,Chelsie Hightower,0.0034802274968816,32,TV Personality,Texas,United States
10,4,Kate Gosselin,Tony Dovolani,0.022766329840637,35,TV Personality,Pennsylvania,United States
10,4,Nicole Scherzinger,Derek Hough,0.3141419602755185,31,Singer/Rapper,Hawaii,United States
10,4,Niecy Nash,Louis van Amstel,0.0044220097923152,40,Actor/Actress,California,United States
10,4,Pamela Anderson,Damian Whitewood,0.0022374771043905,42,Model,Unknown,Canada
10,5,Chad Ochocinco,Cheryl Burke,0.0166039582435288,32,Athlete,Florida,United States
10,5,Erin Andrews,Maksim Chmerkoskiy,0.3170149144302112,32,Sports Broadcaster,Maine,United States
10,5,Evan Lysacek,Anna Trebunskaya,0.3170136166787754,24,Athlete,Illinois,United States
10,5,Jake Pavelka,Chelsie Hightower,0.0038436200800224,32,TV Personality,Texas,United States
10,5,Kate Gosselin,Tony Dovolani,0.0210399755216111,35,TV Personality,Pennsylvania,United States
10,5,Nicole Scherzinger,Derek Hough,0.3170142141661796,31,Singer/Rapper,Hawaii,United States
10,5,Niecy Nash,Louis van Amstel,0.0055351830956966,40,Actor/Actress,California,United States
10,5,Pamela Anderson,Damian Whitewood,0.0019345177839747,42,Model,Unknown,Canada
10,6,Chad Ochocinco,Cheryl Burke,0.0171707591339036,32,Athlete,Florida,United States
10,6,Erin Andrews,Maksim Chmerkoskiy,0.3216287332227419,32,Sports Broadcaster,Maine,United States
10,6,Evan Lysacek,Anna Trebunskaya,0.3216300463877745,24,Athlete,Illinois,United States
10,6,Jake Pavelka,Chelsie Hightower,0.0060891758560065,32,TV Personality,Texas,United States
10,6,Nicole Scherzinger,Derek Hough,0.3216294830058773,31,Singer/Rapper,Hawaii,United States
10,6,Niecy Nash,Louis van Amstel,0.0084209246605418,40,Actor/Actress,California,United States
10,6,Pamela Anderson,Damian Whitewood,0.0034308777331542,42,Model,Unknown,Canada
10,7,Chad Ochocinco,Cheryl Burke,0.0156114619942937,32,Athlete,Florida,United States
10,7,Erin Andrews,Maksim Chmerkoskiy,0.3241604976896209,32,Sports Broadcaster,Maine,United States
10,7,Evan Lysacek,Anna Trebunskaya,0.3241592951576748,24,Athlete,Illinois,United States
10,7,Nicole Scherzinger,Derek Hough,0.3241597749159926,31,Singer/Rapper,Hawaii,United States
10,7,Niecy Nash,Louis van Amstel,0.0091699192048102,40,Actor/Actress,California,United States
10,7,Pamela Anderson,Damian Whitewood,0.0027390510376076,42,Model,Unknown,Canada
10,8,Chad Ochocinco,Cheryl Burke,0.0134647200754682,32,Athlete,Florida,United States
10,8,Erin Andrews,Maksim Chmerkoskiy,0.326153703236411,32,Sports Broadcaster,Maine,United States
10,8,Evan Lysacek,Anna Trebunskaya,0.3261546623956249,24,Athlete,Illinois,United States
10,8,Nicole Scherzinger,Derek Hough,0.3261543033372511,31,Singer/Rapper,Hawaii,United States
10,8,Niecy Nash,Louis van Amstel,0.0080726109552445,40,Actor/Actress,California,United States
10,9,Chad Ochocinco,Cheryl Burke,0.0123177953947717,32,Athlete,Florida,United States
10,9,Erin Andrews,Maksim Chmerkoskiy,0.3292277418818131,32,Sports Broadcaster,Maine,United States
10,9,Evan Lysacek,Anna Trebunskaya,0.3292271206301844,24,Athlete,Illinois,United States
10,9,Nicole Scherzinger,Derek Hough,0.3292273420932307,31,Singer/Rapper,Hawaii,United States
10,10,Erin Andrews,Maksim Chmerkoskiy,0.3333332165063777,32,Sports Broadcaster,Maine,United States
10,10,Evan Lysacek,Anna Trebunskaya,0.3333334286214224,24,Athlete,Illinois,United States
10,10,Nicole Scherzinger,Derek Hough,0.3333333548721999,31,Singer/Rapper,Hawaii,United States
11,1,Audrina Patridge,Tony Dovolani,9.591175057225906e-05,25,TV Personality,California,United States
11,1,Brandy,Maksim Chmerkoskiy,0.0004795978299044,31,Singer/Rapper,Mississippi,United States
11,1,Bristol Palin,Mark Ballas,0.3137515720932067,19,TV Personality,Alaska,United States
11,1,David Hasselhoff,Kym Johnson,7.527749425877833e-05,58,Actor/Actress,Maryland,United States
11,1,Florence Henderson,Corky Ballas,0.0003980641561465,76,Actor/Actress,Indiana,United States
11,1,Jennifer Grey,Derek Hough,0.3137515574469764,50,Actor/Actress,New York,United States
11,1,Kurt Warner,Anna Trebunskaya,0.0470117367383073,39,Athlete,Iowa,United States
11,1,Kyle Massey,Lacey Schwimmer,0.3137516006573577,19,Actor/Actress,Georgia,United States
11,1,Margaret Cho,Louis van Amstel,0.0007813548567255,41,Comedian,California,United States
11,1,Michael Bolton,Chelsie Hightower,0.0006988966804222,57,Singer/Rapper,Connecticut,United States
11,1,Rick Fox,Cheryl Burke,0.0088849684335811,41,Athlete,Unknown,Canada
11,1,The Situation,Karina Smirnoff,0.0003194618625407,28,TV Personality,New York,United States
11,2,Audrina Patridge,Tony Dovolani,0.0001686477012075,25,TV Personality,California,United States
11,2,Brandy,Maksim Chmerkoskiy,0.0003784123149392,31,Singer/Rapper,Mississippi,United States
11,2,Bristol Palin,Mark Ballas,0.3136811484166829,19,TV Personality,Alaska,United States
11,2,Florence Henderson,Corky Ballas,0.0006482556451676,76,Actor/Actress,Indiana,United States
11,2,Jennifer Grey,Derek Hough,0.3136811985557344,50,Actor/Actress,New York,United States
11,2,Kurt Warner,Anna Trebunskaya,0.0470927148924711,39,Athlete,Iowa,United States
11,2,Kyle Massey,Lacey Schwimmer,0.313681075000433,19,Actor/Actress,Georgia,United States
11,2,Margaret Cho,Louis van Amstel,0.0006924839632206,41,Comedian,California,United States
11,2,Michael Bolton,Chelsie Hightower,0.0006794737308464,57,Singer/Rapper,Connecticut,United States
11,2,Rick Fox,Cheryl Burke,0.0087949129868902,41,Athlete,Unknown,Canada
11,2,The Situation,Karina Smirnoff,0.0005016767924066,28,TV Personality,New York,United States
11,3,Audrina Patridge,Tony Dovolani,0.0002448785526744,25,TV Personality,California,United States
11,3,Brandy,Maksim Chmerkoskiy,0.000378402523909,31,Singer/Rapper,Mississippi,United States
11,3,Bristol Palin,Mark Ballas,0.3137767726273693,19,TV Personality,Alaska,United States
11,3,Florence Henderson,Corky Ballas,0.0006487737544959,76,Actor/Actress,Indiana,United States
11,3,Jennifer Grey,Derek Hough,0.3137767013693436,50,Actor/Actress,New York,United States
11,3,Kurt Warner,Anna Trebunskaya,0.0472719116624063,39,Athlete,Iowa,United States
11,3,Kyle Massey,Lacey Schwimmer,0.313776895129309,19,Actor/Actress,Georgia,United States
11,3,Margaret Cho,Louis van Amstel,0.0007608532712577,41,Comedian,California,United States
11,3,Rick Fox,Cheryl Burke,0.0088966144752387,41,Athlete,Unknown,Canada
11,3,The Situation,Karina Smirnoff,0.0004681966339958,28,TV Personality,New York,United States
11,4,Audrina Patridge,Tony Dovolani,0.0001602947641886,25,TV Personality,California,United States
11,4,Brandy,Maksim Chmerkoskiy,0.0003788766926645,31,Singer/Rapper,Mississippi,United States
11,4,Bristol Palin,Mark Ballas,0.3139036610376643,19,TV Personality,Alaska,United States
11,4,Florence Henderson,Corky Ballas,0.0006976327467855,76,Actor/Actress,Indiana,United States
11,4,Jennifer Grey,Derek Hough,0.3139037545708155,50,Actor/Actress,New York,United States
11,4,Kurt Warner,Anna Trebunskaya,0.0476659044199202,39,Athlete,Iowa,United States
11,4,Kyle Massey,Lacey Schwimmer,0.3139035104383263,19,Actor/Actress,Georgia,United States
11,4,Rick Fox,Cheryl Burke,0.0090366725928273,41,Athlete,Unknown,Canada
11,4,The Situation,Karina Smirnoff,0.0003496927368076,28,TV Personality,New York,United States
11,5,Audrina Patridge,Tony Dovolani,0.000313328385624,25,TV Personality,California,United States
11,5,Brandy,Maksim Chmerkoskiy,0.0001470275057037,31,Singer/Rapper,Mississippi,United States
11,5,Bristol Palin,Mark Ballas,0.3138656511998745,19,TV Personality,Alaska,United States
11,5,Florence Henderson,Corky Ballas,0.0005402350337636,76,Actor/Actress,Indiana,United States
11,5,Jennifer Grey,Derek Hough,0.3138655528360214,50,Actor/Actress,New York,United States
11,5,Kurt Warner,Anna Trebunskaya,0.0479910612558526,39,Athlete,Iowa,United States
11,5,Kyle Massey,Lacey Schwimmer,0.31386582503921,19,Actor/Actress,Georgia,United States
11,5,Rick Fox,Cheryl Burke,0.0094113187439502,41,Athlete,Unknown,Canada
11,6,Audrina Patridge,Tony Dovolani,3.321674169261679e-18,25,TV Personality,California,United States
11,6,Brandy,Maksim Chmerkoskiy,2.706895890396988e-18,31,Singer/Rapper,Mississippi,United States
11,6,Bristol Palin,Mark Ballas,0.3140104567063199,19,TV Personality,Alaska,United States
11,6,Jennifer Grey,Derek Hough,0.3140105581248994,50,Actor/Actress,New York,United States
11,6,Kurt Warner,Anna Trebunskaya,0.0483088590154652,39,Athlete,Iowa,United States
11,6,Kyle Massey,Lacey Schwimmer,0.3140102865176618,19,Actor/Actress,Georgia,United States
11,6,Rick Fox,Cheryl Burke,0.0096598396356536,41,Athlete,Unknown,Canada
11,7,Brandy,Maksim Chmerkoskiy,8.840941238539761e-05,31,Singer/Rapper,Mississippi,United States
11,7,Bristol Palin,Mark Ballas,0.3167842203749759,19,TV Personality,Alaska,United States
11,7,Jennifer Grey,Derek Hough,0.3167841341127895,50,Actor/Actress,New York,United States
11,7,Kurt Warner,Anna Trebunskaya,0.0412553011767604,39,Athlete,Iowa,United States
11,7,Kyle Massey,Lacey Schwimmer,0.3167843810590606,19,Actor/Actress,Georgia,United States
11,7,Rick Fox,Cheryl Burke,0.0083035538640281,41,Athlete,Unknown,Canada
11,8,Brandy,Maksim Chmerkoskiy,0.0015231508273913,31,Singer/Rapper,Mississippi,United States
11,8,Bristol Palin,Mark Ballas,0.3209971622437304,19,TV Personality,Alaska,United States
11,8,Jennifer Grey,Derek Hough,0.3209972343536729,50,Actor/Actress,New York,United States
11,8,Kurt Warner,Anna Trebunskaya,0.0354854149783347,39,Athlete,Iowa,United States
11,8,Kyle Massey,Lacey Schwimmer,0.3209970375968706,19,Actor/Actress,Georgia,United States
11,9,Brandy,Maksim Chmerkoskiy,0.0086049041879224,31,Singer/Rapper,Mississippi,United States
11,9,Bristol Palin,Mark Ballas,0.330465018228112,19,TV Personality,Alaska,United States
11,9,Jennifer Grey,Derek Hough,0.3304649748522449,50,Actor/Actress,New York,United States
11,9,Kyle Massey,Lacey Schwimmer,0.3304651027317206,19,Actor/Actress,Georgia,United States
11,10,Bristol Palin,Mark Ballas,0.3333333358353263,19,TV Personality,Alaska,United States
11,10,Jennifer Grey,Derek Hough,0.3333333538640364,50,Actor/Actress,New York,United States
11,10,Kyle Massey,Lacey Schwimmer,0.3333333103006373,19,Actor/Actress,Georgia,United States
12,1,Chelsea Kane,Mark Ballas,0.3217432782044941,22,Actor/Actress,Arizona,United States
12,1,Chris Jericho,Cheryl Burke,6.416967990541997e-05,40,Athlete,New York,United States
12,1,Hines Ward,Kym Johnson,0.3217541529201708,35,Athlete,Unknown,South Korea
12,1,Kendra Wilkinson,Louis van Amstel,0.0145590896068717,25,TV Personality,California,United States
12,1,Kirstie Alley,Maksim Chmerkoskiy,0.3217492129771974,60,Actor/Actress,Kansas,United States
12,1,Mike Catherwood,Lacey Schwimmer,0.0001562160105169,32,Radio Personality,California,United States
12,1,Petra Nemcova,Dmitry Chaplin,3.0534853695696873e-05,31,Model,Unknown,Czechoslovakia
12,1,Ralph Macchio,Karina Smirnoff,0.0194172202483165,49,Actor/Actress,New York,United States
12,1,Romeo,Chelsie Hightower,1.0855533185378976e-05,21,Singer/Rapper,Louisiana,United States
12,1,Sugar Ray Leonard,Anna Trebunskaya,0.0002475091854844,54,Athlete,North Carolina,United States
12,1,Wendy Williams,Tony Dovolani,0.0002677607801615,46,TV Personality,New Jersey,United States
12,2,Chelsea Kane,Mark Ballas,0.3217704919501798,22,Actor/Actress,Arizona,United States
12,2,Chris Jericho,Cheryl Burke,5.171003746470222e-05,40,Athlete,New York,United States
12,2,Hines Ward,Kym Johnson,0.3217390006660276,35,Athlete,Unknown,South Korea
12,2,Kendra Wilkinson,Louis van Amstel,0.0145467183531797,25,TV Personality,California,United States
12,2,Kirstie Alley,Maksim Chmerkoskiy,0.3217531644861543,60,Actor/Actress,Kansas,United States
12,2,Mike Catherwood,Lacey Schwimmer,4.884390173617495e-05,32,Radio Personality,California,United States
12,2,Petra Nemcova,Dmitry Chaplin,1.501976295418418e-05,31,Model,Unknown,Czechoslovakia
12,2,Ralph Macchio,Karina Smirnoff,0.019387430778214,49,Actor/Actress,New York,United States
12,2,Romeo,Chelsie Hightower,8.239219719159799e-05,21,Singer/Rapper,Louisiana,United States
12,2,Sugar Ray Leonard,Anna Trebunskaya,0.0002219405134305,54,Athlete,North Carolina,United States
12,2,Wendy Williams,Tony Dovolani,0.0003832873534671,46,TV Personality,New Jersey,United States
12,3,Chelsea Kane,Mark Ballas,0.3217356256593841,22,Actor/Actress,Arizona,United States
12,3,Chris Jericho,Cheryl Burke,4.0093410532169305e-05,40,Athlete,New York,United States
12,3,Hines Ward,Kym Johnson,0.3217844836860101,35,Athlete,Unknown,South Korea
12,3,Kendra Wilkinson,Louis van Amstel,0.0145363691761077,25,TV Personality,California,United States
12,3,Kirstie Alley,Maksim Chmerkoskiy,0.3217629377909202,60,Actor/Actress,Kansas,United States
12,3,Petra Nemcova,Dmitry Chaplin,1.3365761737255356e-05,31,Model,Unknown,Czechoslovakia
12,3,Ralph Macchio,Karina Smirnoff,0.019409727773715,49,Actor/Actress,New York,United States
12,3,Romeo,Chelsie Hightower,0.0002391553303714,21,Singer/Rapper,Louisiana,United States
12,3,Sugar Ray Leonard,Anna Trebunskaya,0.0001243895419634,54,Athlete,North Carolina,United States
12,3,Wendy Williams,Tony Dovolani,0.0003538518692585,46,TV Personality,New Jersey,United States
12,4,Chelsea Kane,Mark Ballas,0.321900614898886,22,Actor/Actress,Arizona,United States
12,4,Chris Jericho,Cheryl Burke,8.439639772157276e-19,40,Athlete,New York,United States
12,4,Hines Ward,Kym Johnson,0.3218393861819998,35,Athlete,Unknown,South Korea
12,4,Kendra Wilkinson,Louis van Amstel,0.0145631067961164,25,TV Personality,California,United States
12,4,Kirstie Alley,Maksim Chmerkoskiy,0.3218656457885716,60,Actor/Actress,Kansas,United States
12,4,Petra Nemcova,Dmitry Chaplin,2.307542202141705e-19,31,Model,Unknown,Czechoslovakia
12,4,Ralph Macchio,Karina Smirnoff,0.019454569505525,49,Actor/Actress,New York,United States
12,4,Romeo,Chelsie Hightower,0.0003766768289009,21,Singer/Rapper,Louisiana,United States
12,4,Sugar Ray Leonard,Anna Trebunskaya,2.9439380455845224e-18,54,Athlete,North Carolina,United States
12,5,Chelsea Kane,Mark Ballas,0.3227561514030868,22,Actor/Actress,Arizona,United States
12,5,Chris Jericho,Cheryl Burke,2.750203388203966e-05,40,Athlete,New York,United States
12,5,Hines Ward,Kym Johnson,0.3228235906444056,35,Athlete,Unknown,South Korea
12,5,Kendra Wilkinson,Louis van Amstel,0.0098751505387498,25,TV Personality,California,United States
12,5,Kirstie Alley,Maksim Chmerkoskiy,0.3227956410617165,60,Actor/Actress,Kansas,United States
12,5,Petra Nemcova,Dmitry Chaplin,1.3335788539793462e-18,31,Model,Unknown,Czechoslovakia
12,5,Ralph Macchio,Karina Smirnoff,0.0203596486168745,49,Actor/Actress,New York,United States
12,5,Romeo,Chelsie Hightower,0.0013623157012846,21,Singer/Rapper,Louisiana,United States
12,6,Chelsea Kane,Mark Ballas,0.32372107433947,22,Actor/Actress,Arizona,United States
12,6,Chris Jericho,Cheryl Burke,5.654826297398105e-05,40,Athlete,New York,United States
12,6,Hines Ward,Kym Johnson,0.3236540934863386,35,Athlete,Unknown,South Korea
12,6,Kendra Wilkinson,Louis van Amstel,0.0053039224044621,25,TV Personality,California,United States
12,6,Kirstie Alley,Maksim Chmerkoskiy,0.3236808275031697,60,Actor/Actress,Kansas,United States
12,6,Ralph Macchio,Karina Smirnoff,0.0212431172095882,49,Actor/Actress,New York,United States
12,6,Romeo,Chelsie Hightower,0.0023404167939973,21,Singer/Rapper,Louisiana,United States
12,7,Chelsea Kane,Mark Ballas,0.3245805930516359,22,Actor/Actress,Arizona,United States
