season,week,celebrity_name,ballroom_partner,judge_total,judge_percent,judge_rank,fan_vote_percent,combined_score,eliminated,method,fan_rank,combined_rank
9,4,Louie Vito,Chelsie Hightower,16.0,0.0661157024793388,10,0.0041322314049586,0.0351239669421487,False,percentage,,
9,4,Mark Dacascos,Lacey Schwimmer,22.0,0.0909090909090909,7,0.0004213105463036,0.0456652007276972,False,percentage,,
9,4,Melissa Joan Hart,Mark Ballas,28.0,0.1157024793388429,1,0.0004196539224473,0.0580610666306451,False,percentage,,
9,4,Michael Irvin,Anna Demidova,16.0,0.0661157024793388,10,0.011110988292476,0.0386133453859074,False,percentage,,
9,4,Mya,Dmitry Chaplin,28.0,0.1157024793388429,1,0.3273386824480992,0.2215205808934711,False,percentage,,
9,4,Natalie Coughlin,Alec Mazo,24.0,0.0991735537190082,4,0.000612687828229,0.0498931207736186,False,percentage,,
9,5,Aaron Carter,Karina Smirnoff,24.0,0.0991735537190082,4,0.0006341048212299,0.0499038292701191,False,percentage,,
9,5,Donny Osmond,Kym Johnson,29.0,0.1198347107438016,1,0.3280602599862922,0.2239474853650469,False,percentage,,
9,5,Joanna Krupa,Derek Hough,24.0,0.0991735537190082,4,0.0006264460231073,0.0498999998710578,False,percentage,,
9,5,Kelly Osbourne,Louis van Amstel,24.0,0.0991735537190082,4,0.3280582055248638,0.213615879621936,False,percentage,,
9,5,Louie Vito,Chelsie Hightower,22.0,0.0909090909090909,8,0.0037234510175197,0.0473162709633053,False,percentage,,
9,5,Mark Dacascos,Lacey Schwimmer,26.0,0.1074380165289256,3,0.0001840124661684,0.053811014497547,False,percentage,,
9,5,Melissa Joan Hart,Mark Ballas,23.0,0.0950413223140495,7,0.0001791082275789,0.0476102152708142,False,percentage,,
9,5,Michael Irvin,Anna Demidova,21.0,0.0867768595041322,10,0.0099281656056391,0.0483525125548856,False,percentage,,
9,5,Mya,Dmitry Chaplin,27.0,0.1115702479338843,2,0.328057741442973,0.2198139946884287,False,percentage,,
9,5,Natalie Coughlin,Alec Mazo,22.0,0.0909090909090909,8,0.0005485048846272,0.0457287978968591,True,percentage,,
9,6,Aaron Carter,Karina Smirnoff,32.9998,0.1269227470402782,3,0.0006674635942003,0.0637951053172393,False,percentage,,
9,6,Donny Osmond,Kym Johnson,30.9999,0.1192307973373753,5,0.3288316308442507,0.224031214090813,False,percentage,,
9,6,Joanna Krupa,Derek Hough,35.9999,0.1384616331364223,1,0.0006598262309157,0.069560729683669,False,percentage,,
9,6,Kelly Osbourne,Louis van Amstel,24.9998,0.096153409761803,6,0.3288336767233699,0.2124935432425864,False,percentage,,
9,6,Louie Vito,Chelsie Hightower,24.0,0.0923080118354255,7,0.0033745047880609,0.0478412583117432,True,percentage,,
9,6,Mark Dacascos,Lacey Schwimmer,32.0,0.1230773491139007,4,1.3997618132524557e-19,0.0615386745569503,False,percentage,,
9,6,Melissa Joan Hart,Mark Ballas,23.9999,0.0923076272187096,8,1.1898249990532165e-07,0.0461538731006047,True,percentage,,
9,6,Michael Irvin,Anna Demidova,21.9998,0.0846149082823748,9,0.0087986345278681,0.0467067714051214,False,percentage,,
9,6,Mya,Dmitry Chaplin,33.0,0.1269235162737101,2,0.3288341443088343,0.2278788302912722,False,percentage,,
9,7,Aaron Carter,Karina Smirnoff,26.5,0.150997150997151,2,0.001058250997071,0.076027700997111,False,percentage,,
9,7,Donny Osmond,Kym Johnson,26.0,0.1481481481481481,3,0.3299581013136819,0.239053124730915,False,percentage,,
9,7,Joanna Krupa,Derek Hough,27.5,0.1566951566951566,1,0.0010509792759262,0.0788730679855414,False,percentage,,
9,7,Kelly Osbourne,Louis van Amstel,26.0,0.1481481481481481,3,0.3299562605872455,0.2390522043676968,False,percentage,,
9,7,Mark Dacascos,Lacey Schwimmer,21.5,0.1225071225071225,7,3.4417395673177605e-19,0.0612535612535612,True,percentage,,
9,7,Michael Irvin,Anna Demidova,23.5,0.1339031339031339,6,0.0080205645870354,0.0709618492450846,True,percentage,,
9,7,Mya,Dmitry Chaplin,24.5,0.1396011396011396,5,0.3299558432390397,0.2347784914200896,False,percentage,,
9,8,Aaron Carter,Karina Smirnoff,25.0,0.1908396946564885,4,0.0022177532099635,0.096528723933226,True,percentage,,
9,8,Donny Osmond,Kym Johnson,25.0,0.1908396946564885,4,0.331855428768342,0.2613475617124153,False,percentage,,
9,8,Joanna Krupa,Derek Hough,26.0,0.1984732824427481,2,0.0022127151459563,0.1003429987943522,False,percentage,,
9,8,Kelly Osbourne,Louis van Amstel,25.5,0.1946564885496183,3,0.3318568841611767,0.2632566863553975,False,percentage,,
9,8,Mya,Dmitry Chaplin,29.5,0.2251908396946564,1,0.3318572187145613,0.2785240292046089,False,percentage,,
9,9,Donny Osmond,Kym Johnson,24.666600000000003,0.2312501699224591,4,0.3325981282553601,0.2819241490889096,False,percentage,,
9,9,Joanna Krupa,Derek Hough,27.0,0.2531258701201785,2,0.0022076936434726,0.1276667818818256,True,percentage,,
9,9,Kelly Osbourne,Louis van Amstel,25.9998,0.2437489628870599,3,0.3325971946646419,0.2881730787758509,False,percentage,,
9,9,Mya,Dmitry Chaplin,28.9999,0.2718749970703024,1,0.3325969834365252,0.3022359902534138,False,percentage,,
9,10,Donny Osmond,Kym Johnson,28.9998,0.3512776905634048,1,0.3333330945451951,0.3423053925543,False,percentage,,
9,10,Kelly Osbourne,Louis van Amstel,25.2222,0.305519216233502,3,0.3333334149564536,0.3194263155949778,False,percentage,,
9,10,Mya,Dmitry Chaplin,28.3332,0.3432030932030931,2,0.3333334904983512,0.3382682918507221,False,percentage,,
10,1,Aiden Turner,Edyta Sliwinska,15.0,0.0717703349282296,10,0.0042839101599187,0.0380271225440742,False,percentage,,
10,1,Buzz Aldrin,Ashly DelGrosso,14.0,0.0669856459330143,11,0.0363302187285743,0.0516579323307943,False,percentage,,
10,1,Chad Ochocinco,Cheryl Burke,18.0,0.0861244019138756,6,0.0181822449350373,0.0521533234244564,False,percentage,,
10,1,Erin Andrews,Maksim Chmerkoskiy,21.0,0.1004784688995215,3,0.3061555207750307,0.2033169948372761,False,percentage,,
10,1,Evan Lysacek,Anna Trebunskaya,23.0,0.1100478468899521,2,0.3061553187861528,0.2081015828380525,False,percentage,,
10,1,Jake Pavelka,Chelsie Hightower,20.0,0.0956937799043062,5,0.0,0.0478468899521531,False,percentage,,
10,1,Kate Gosselin,Tony Dovolani,16.0,0.0765550239234449,9,0.0227373584375021,0.0496461911804735,False,percentage,,
10,1,Nicole Scherzinger,Derek Hough,25.0,0.1196172248803827,1,0.3061554281777838,0.2128863265290833,False,percentage,,
10,1,Niecy Nash,Louis van Amstel,18.0,0.0861244019138756,6,0.0,0.0430622009569378,False,percentage,,
10,1,Pamela Anderson,Damian Whitewood,21.0,0.1004784688995215,3,0.0,0.0502392344497607,False,percentage,,
10,1,Shannen Doherty,Mark Ballas,18.0,0.0861244019138756,6,0.0,0.0430622009569378,False,percentage,,
10,2,Aiden Turner,Edyta Sliwinska,19.0,0.0863636363636363,8,0.0045454545454545,0.0454545454545454,False,percentage,,
10,2,Buzz Aldrin,Ashly DelGrosso,12.0,0.0545454545454545,11,0.036363276255353,0.0454543654004038,False,percentage,,
10,2,Chad Ochocinco,Cheryl Burke,16.0,0.0727272727272727,9,0.0181827945070527,0.0454550336171627,False,percentage,,
10,2,Erin Andrews,Maksim Chmerkoskiy,23.0,0.1045454545454545,3,0.3060599059421665,0.2053026802438105,False,percentage,,
10,2,Evan Lysacek,Anna Trebunskaya,24.0,0.109090909090909,2,0.3060604857208211,0.2075756974058651,False,percentage,,
10,2,Jake Pavelka,Chelsie Hightower,20.0,0.0909090909090909,6,2.6540775903924186e-18,0.0454545454545454,False,percentage,,
10,2,Kate Gosselin,Tony Dovolani,15.0,0.0681818181818181,10,0.0227279074768702,0.0454548628293442,False,percentage,,
10,2,Nicole Scherzinger,Derek Hough,28.0,0.1272727272727272,1,0.3060601755522817,0.2166664514125045,False,percentage,,
10,2,Niecy Nash,Louis van Amstel,21.0,0.0954545454545454,5,1.7523417612796965e-17,0.0477272727272727,False,percentage,,
10,2,Pamela Anderson,Damian Whitewood,22.0,0.1,4,1.4450996855137498e-17,0.05,False,percentage,,
10,2,Shannen Doherty,Mark Ballas,20.0,0.0909090909090909,6,2.0139830281989448e-19,0.0454545454545454,True,percentage,,
10,3,Aiden Turner,Edyta Sliwinska,20.0,0.0985221674876847,7,0.0039809805239105,0.0512515740057976,False,percentage,,
10,3,Buzz Aldrin,Ashly DelGrosso,13.0,0.064039408866995,10,0.0316663419173236,0.0478528753921593,True,percentage,,
10,3,Chad Ochocinco,Cheryl Burke,20.0,0.0985221674876847,7,0.0164214636868787,0.0574718155872817,False,percentage,,
10,3,Erin Andrews,Maksim Chmerkoskiy,23.0,0.1133004926108374,2,0.3084684395879903,0.2108844660994138,False,percentage,,
10,3,Evan Lysacek,Anna Trebunskaya,26.0,0.1280788177339901,1,0.3084675293401779,0.218273173537084,False,percentage,,
10,3,Jake Pavelka,Chelsie Hightower,21.0,0.1034482758620689,4,0.0001911953436346,0.0518197356028518,False,percentage,,
10,3,Kate Gosselin,Tony Dovolani,15.0,0.0738916256157635,9,0.0218141251685551,0.0478528753921593,False,percentage,,
10,3,Nicole Scherzinger,Derek Hough,23.0,0.1133004926108374,2,0.308467998774762,0.2108842456927997,False,percentage,,
10,3,Niecy Nash,Louis van Amstel,21.0,0.1034482758620689,4,0.000521925656767,0.051985100759418,False,percentage,,
10,3,Pamela Anderson,Damian Whitewood,21.0,0.1034482758620689,4,0.0,0.0517241379310344,False,percentage,,
10,4,Aiden Turner,Edyta Sliwinska,16.5,0.0889487870619946,8,0.0067844591129258,0.0478666230874602,True,percentage,,
10,4,Chad Ochocinco,Cheryl Burke,22.0,0.1185983827493261,4,0.0178836365427774,0.0682410096460518,False,percentage,,
10,4,Erin Andrews,Maksim Chmerkoskiy,19.5,0.105121293800539,5,0.314141373668473,0.209631333734506,False,percentage,,
10,4,Evan Lysacek,Anna Trebunskaya,26.0,0.1401617250673854,1,0.3141425261660808,0.2271521256167331,False,percentage,,
10,4,Jake Pavelka,Chelsie Hightower,19.0,0.1024258760107816,6,0.0034802274968816,0.0529530517538316,False,percentage,,
10,4,Kate Gosselin,Tony Dovolani,16.0,0.0862533692722372,9,0.022766329840637,0.0545098495564371,False,percentage,,
10,4,Nicole Scherzinger,Derek Hough,25.0,0.1347708894878706,2,0.3141419602755185,0.2244564248816946,False,percentage,,
10,4,Niecy Nash,Louis van Amstel,18.0,0.0970350404312668,7,0.0044220097923152,0.050728525111791,False,percentage,,
10,4,Pamela Anderson,Damian Whitewood,23.5,0.1266846361185983,3,0.0022374771043905,0.0644610566114944,False,percentage,,
10,5,Chad Ochocinco,Cheryl Burke,18.0,0.1040462427745664,6,0.0166039582435288,0.0603251005090476,False,percentage,,
10,5,Erin Andrews,Maksim Chmerkoskiy,22.0,0.1271676300578034,4,0.3170149144302112,0.2220912722440073,False,percentage,,
10,5,Evan Lysacek,Anna Trebunskaya,27.0,0.1560693641618497,2,0.3170136166787754,0.2365414904203125,False,percentage,,
10,5,Jake Pavelka,Chelsie Hightower,23.0,0.1329479768786127,3,0.0038436200800224,0.0683957984793175,False,percentage,,
10,5,Kate Gosselin,Tony Dovolani,15.0,0.0867052023121387,8,0.0210399755216111,0.0538725889168749,True,percentage,,
10,5,Nicole Scherzinger,Derek Hough,29.0,0.1676300578034682,1,0.3170142141661796,0.2423221359848238,False,percentage,,
10,5,Niecy Nash,Louis van Amstel,18.0,0.1040462427745664,6,0.0055351830956966,0.0547907129351315,False,percentage,,
10,5,Pamela Anderson,Damian Whitewood,21.0,0.1213872832369942,5,0.0019345177839747,0.0616609005104844,False,percentage,,
10,6,Chad Ochocinco,Cheryl Burke,30.9999,0.148325377166335,3,0.0171707591339036,0.0827480681501193,False,percentage,,
10,6,Erin Andrews,Maksim Chmerkoskiy,34.0,0.1626799706984664,2,0.3216287332227419,0.2421543519606041,False,percentage,,
10,6,Evan Lysacek,Anna Trebunskaya,27.0,0.1291870355546645,5,0.3216300463877745,0.2254085409712195,False,percentage,,
10,6,Jake Pavelka,Chelsie Hightower,24.9999,0.1196171470430762,7,0.0060891758560065,0.0628531614495413,True,percentage,,
10,6,Nicole Scherzinger,Derek Hough,35.9999,0.1722489022690506,1,0.3216294830058773,0.2469391926374639,False,percentage,,
10,6,Niecy Nash,Louis van Amstel,25.9998,0.1244013735931173,6,0.0084209246605418,0.0664111491268295,False,percentage,,
10,6,Pamela Anderson,Damian Whitewood,29.9998,0.1435401936752898,4,0.0034308777331542,0.073485535704222,False,percentage,,
10,7,Chad Ochocinco,Cheryl Burke,26.0,0.1672025723472668,3,0.0156114619942937,0.0914070171707803,False,percentage,,
10,7,Erin Andrews,Maksim Chmerkoskiy,25.5,0.1639871382636656,4,0.3241604976896209,0.2440738179766432,False,percentage,,
10,7,Evan Lysacek,Anna Trebunskaya,27.0,0.1736334405144694,1,0.3241592951576748,0.2488963678360721,False,percentage,,
10,7,Nicole Scherzinger,Derek Hough,27.0,0.1736334405144694,1,0.3241597749159926,0.248896607715231,False,percentage,,
10,7,Niecy Nash,Louis van Amstel,24.5,0.157556270096463,6,0.0091699192048102,0.0833630946506366,False,percentage,,
10,7,Pamela Anderson,Damian Whitewood,25.5,0.1639871382636656,4,0.0027390510376076,0.0833630946506366,True,percentage,,
10,8,Chad Ochocinco,Cheryl Burke,22.5,0.1778656126482213,4,0.0134647200754682,0.0956651663618448,False,percentage,,
10,8,Erin Andrews,Maksim Chmerkoskiy,26.5,0.2094861660079051,2,0.326153703236411,0.2678199346221581,False,percentage,,
10,8,Evan Lysacek,Anna Trebunskaya,26.5,0.2094861660079051,2,0.3261546623956249,0.267820414201765,False,percentage,,
10,8,Nicole Scherzinger,Derek Hough,29.5,0.233201581027668,1,0.3261543033372511,0.2796779421824595,False,percentage,,
10,8,Niecy Nash,Louis van Amstel,21.5,0.1699604743083003,5,0.0080726109552445,0.0890165426317724,True,percentage,,
10,9,Chad Ochocinco,Cheryl Burke,26.0,0.2300884955752212,4,0.0123177953947717,0.1212031454849965,True,percentage,,
10,9,Erin Andrews,Maksim Chmerkoskiy,28.0,0.247787610619469,3,0.3292277418818131,0.2885076762506411,False,percentage,,
10,9,Evan Lysacek,Anna Trebunskaya,29.5,0.2610619469026549,1,0.3292271206301844,0.2951445337664197,False,percentage,,
10,9,Nicole Scherzinger,Derek Hough,29.5,0.2610619469026549,1,0.3292273420932307,0.2951446444979428,False,percentage,,
10,10,Erin Andrews,Maksim Chmerkoskiy,26.9998,0.3266123276502367,2,0.3333332165063777,0.3299727720783072,False,percentage,,
10,10,Evan Lysacek,Anna Trebunskaya,26.8887,0.325268368450467,3,0.3333334286214224,0.3293008985359447,False,percentage,,
10,10,Nicole Scherzinger,Derek Hough,28.7777,0.3481193038992962,1,0.3333333548721999,0.340726329385748,False,percentage,,
11,1,Audrina Patridge,Tony Dovolani,19.0,0.0837004405286343,5,9.591175057225906e-05,0.0418981761396033,False,percentage,,
11,1,Brandy,Maksim Chmerkoskiy,23.0,0.1013215859030837,2,0.0004795978299044,0.050900591866494,False,percentage,,
11,1,Bristol Palin,Mark Ballas,18.0,0.079295154185022,7,0.3137515720932067,0.1965233631391143,False,percentage,,
11,1,David Hasselhoff,Kym Johnson,15.0,0.066079295154185,10,7.527749425877833e-05,0.0330772863242219,True,percentage,,
11,1,Florence Henderson,Corky Ballas,18.0,0.079295154185022,7,0.0003980641561465,0.0398466091705843,False,percentage,,
11,1,Jennifer Grey,Derek Hough,24.0,0.105726872246696,1,0.3137515574469764,0.2097392148468362,False,percentage,,
11,1,Kurt Warner,Anna Trebunskaya,19.0,0.0837004405286343,5,0.0470117367383073,0.0653560886334708,False,percentage,,
11,1,Kyle Massey,Lacey Schwimmer,23.0,0.1013215859030837,2,0.3137516006573577,0.2075365932802207,False,percentage,,
11,1,Margaret Cho,Louis van Amstel,15.0,0.066079295154185,10,0.0007813548567255,0.0334303250054552,False,percentage,,
11,1,Michael Bolton,Chelsie Hightower,16.0,0.0704845814977973,9,0.0006988966804222,0.0355917390891098,False,percentage,,
11,1,Rick Fox,Cheryl Burke,22.0,0.0969162995594713,4,0.0088849684335811,0.0529006339965262,False,percentage,,
11,1,The Situation,Karina Smirnoff,15.0,0.066079295154185,10,0.0003194618625407,0.0331993785083628,False,percentage,,
11,2,Audrina Patridge,Tony Dovolani,23.0,0.1040723981900452,2,0.0001686477012075,0.0521205229456264,False,percentage,,
11,2,Brandy,Maksim Chmerkoskiy,21.0,0.0950226244343891,5,0.0003784123149392,0.0477005183746642,False,percentage,,
11,2,Bristol Palin,Mark Ballas,22.0,0.0995475113122171,3,0.3136811484166829,0.20661432986445,False,percentage,,
11,2,Florence Henderson,Corky Ballas,19.0,0.085972850678733,8,0.0006482556451676,0.0433105531619503,False,percentage,,
11,2,Jennifer Grey,Derek Hough,24.0,0.1085972850678733,1,0.3136811985557344,0.2111392418118038,False,percentage,,
11,2,Kurt Warner,Anna Trebunskaya,21.0,0.0950226244343891,5,0.0470927148924711,0.0710576696634301,False,percentage,,
11,2,Kyle Massey,Lacey Schwimmer,22.0,0.0995475113122171,3,0.313681075000433,0.2066142931563251,False,percentage,,
11,2,Margaret Cho,Louis van Amstel,18.0,0.0814479638009049,9,0.0006924839632206,0.0410702238820628,False,percentage,,
11,2,Michael Bolton,Chelsie Hightower,12.0,0.0542986425339366,11,0.0006794737308464,0.0274890581323915,True,percentage,,
11,2,Rick Fox,Cheryl Burke,21.0,0.0950226244343891,5,0.0087949129868902,0.0519087687106396,False,percentage,,
11,2,The Situation,Karina Smirnoff,18.0,0.0814479638009049,9,0.0005016767924066,0.0409748202966558,False,percentage,,
11,3,Audrina Patridge,Tony Dovolani,26.0,0.1176470588235294,1,0.0002448785526744,0.0589459686881019,False,percentage,,
11,3,Brandy,Maksim Chmerkoskiy,24.0,0.1085972850678733,2,0.000378402523909,0.0544878437958911,False,percentage,,
11,3,Bristol Palin,Mark Ballas,19.0,0.085972850678733,9,0.3137767726273693,0.1998748116530511,False,percentage,,
11,3,Florence Henderson,Corky Ballas,20.0,0.090497737556561,7,0.0006487737544959,0.0455732556555285,False,percentage,,
11,3,Jennifer Grey,Derek Hough,24.0,0.1085972850678733,2,0.3137767013693436,0.2111869932186084,False,percentage,,
11,3,Kurt Warner,Anna Trebunskaya,23.0,0.1040723981900452,5,0.0472719116624063,0.0756721549262258,False,percentage,,
11,3,Kyle Massey,Lacey Schwimmer,23.0,0.1040723981900452,5,0.313776895129309,0.2089246466596771,False,percentage,,
11,3,Margaret Cho,Louis van Amstel,18.0,0.0814479638009049,10,0.0007608532712577,0.0411044085360813,True,percentage,,
11,3,Rick Fox,Cheryl Burke,24.0,0.1085972850678733,2,0.0088966144752387,0.058746949771556,False,percentage,,
11,3,The Situation,Karina Smirnoff,20.0,0.090497737556561,7,0.0004681966339958,0.0454829670952784,False,percentage,,
11,4,Audrina Patridge,Tony Dovolani,23.0,0.1284916201117318,3,0.0001602947641886,0.0643259574379602,False,percentage,,
11,4,Brandy,Maksim Chmerkoskiy,24.0,0.1340782122905028,2,0.0003788766926645,0.0672285444915836,False,percentage,,
11,4,Bristol Palin,Mark Ballas,16.0,0.0893854748603352,8,0.3139036610376643,0.2016445679489997,False,percentage,,
11,4,Florence Henderson,Corky Ballas,17.5,0.0977653631284916,6,0.0006976327467855,0.0492314979376385,False,percentage,,
11,4,Jennifer Grey,Derek Hough,28.0,0.1564245810055866,1,0.3139037545708155,0.235164167788201,False,percentage,,
11,4,Kurt Warner,Anna Trebunskaya,17.0,0.0949720670391061,7,0.0476659044199202,0.0713189857295132,False,percentage,,
11,4,Kyle Massey,Lacey Schwimmer,20.0,0.1117318435754189,4,0.3139035104383263,0.2128176770068726,False,percentage,,
11,4,Rick Fox,Cheryl Burke,19.5,0.1089385474860335,5,0.0090366725928273,0.0589876100394304,False,percentage,,
11,4,The Situation,Karina Smirnoff,14.0,0.0782122905027933,9,0.0003496927368076,0.0392809916198005,True,percentage,,
11,5,Audrina Patridge,Tony Dovolani,23.0,0.1263736263736263,5,0.000313328385624,0.0633434773796251,False,percentage,,
11,5,Brandy,Maksim Chmerkoskiy,27.0,0.1483516483516483,1,0.0001470275057037,0.074249337928676,False,percentage,,
11,5,Bristol Palin,Mark Ballas,18.0,0.0989010989010989,8,0.3138656511998745,0.2063833750504866,False,percentage,,
11,5,Florence Henderson,Corky Ballas,21.0,0.1153846153846153,6,0.0005402350337636,0.0579624252091895,True,percentage,,
11,5,Jennifer Grey,Derek Hough,25.0,0.1373626373626373,2,0.3138655528360214,0.2256140950993294,False,percentage,,
11,5,Kurt Warner,Anna Trebunskaya,24.0,0.1318681318681318,3,0.0479910612558526,0.0899295965619922,False,percentage,,
11,5,Kyle Massey,Lacey Schwimmer,20.0,0.1098901098901098,7,0.31386582503921,0.2118779674646599,False,percentage,,
11,5,Rick Fox,Cheryl Burke,24.0,0.1318681318681318,3,0.0094113187439502,0.070639725306041,False,percentage,,
11,6,Audrina Patridge,Tony Dovolani,31.9998,0.1545889285615942,2,3.321674169261679e-18,0.0772944642807971,True,percentage,,
11,6,Brandy,Maksim Chmerkoskiy,35.9999,0.1739131484985698,1,2.706895890396988e-18,0.0869565742492849,False,percentage,,
11,6,Bristol Palin,Mark Ballas,27.9998,0.1352651917180396,6,0.3140104567063199,0.2246378242121797,False,percentage,,
11,6,Jennifer Grey,Derek Hough,29.0,0.1400970921157704,5,0.3140105581248994,0.2270538251203349,False,percentage,,
11,6,Kurt Warner,Anna Trebunskaya,21.9999,0.1062800695461289,7,0.0483088590154652,0.0772944642807971,False,percentage,,
11,6,Kyle Massey,Lacey Schwimmer,29.9999,0.1449275432332379,4,0.3140102865176618,0.2294689148754498,False,percentage,,
11,6,Rick Fox,Cheryl Burke,30.0,0.1449280263266591,3,0.0096598396356536,0.0772939329811563,False,percentage,,
11,7,Brandy,Maksim Chmerkoskiy,36.5,0.1750599520383693,1,8.840941238539761e-05,0.0875741807253773,False,percentage,,
11,7,Bristol Palin,Mark Ballas,32.5,0.1558752997601918,6,0.3167842203749759,0.2363297600675838,False,percentage,,
11,7,Jennifer Grey,Derek Hough,36.5,0.1750599520383693,1,0.3167841341127895,0.2459220430755794,False,percentage,,
11,7,Kurt Warner,Anna Trebunskaya,35.0,0.1678657074340527,3,0.0412553011767604,0.1045605043054066,False,percentage,,
11,7,Kyle Massey,Lacey Schwimmer,33.5,0.1606714628297362,5,0.3167843810590606,0.2387279219443984,False,percentage,,
11,7,Rick Fox,Cheryl Burke,34.5,0.1654676258992805,4,0.0083035538640281,0.0868855898816543,True,percentage,,
11,8,Brandy,Maksim Chmerkoskiy,28.5,0.2150943396226415,1,0.0015231508273913,0.1083087452250164,False,percentage,,
11,8,Bristol Palin,Mark Ballas,23.5,0.1773584905660377,5,0.3209971622437304,0.249177826404884,False,percentage,,
11,8,Jennifer Grey,Derek Hough,28.5,0.2150943396226415,1,0.3209972343536729,0.2680457869881572,False,percentage,,
11,8,Kurt Warner,Anna Trebunskaya,24.0,0.1811320754716981,4,0.0354854149783347,0.1083087452250164,True,percentage,,
11,8,Kyle Massey,Lacey Schwimmer,28.0,0.2113207547169811,3,0.3209970375968706,0.2661588961569259,False,percentage,,
11,9,Brandy,Maksim Chmerkoskiy,28.5,0.25,3,0.0086049041879224,0.1293024520939612,True,percentage,,
11,9,Bristol Palin,Mark Ballas,26.5,0.2324561403508772,4,0.330465018228112,0.2814605792894946,False,percentage,,
11,9,Jennifer Grey,Derek Hough,30.0,0.2631578947368421,1,0.3304649748522449,0.2968114347945435,False,percentage,,
11,9,Kyle Massey,Lacey Schwimmer,29.0,0.2543859649122807,2,0.3304651027317206,0.2924255338220006,False,percentage,,
11,10,Bristol Palin,Mark Ballas,25.666600000000003,0.3092368897274452,3,0.3333333358353263,0.3212851127813858,False,percentage,,
11,10,Jennifer Grey,Derek Hough,30.0,0.3614466540883231,1,0.3333333538640364,0.3473900039761798,False,percentage,,
11,10,Kyle Massey,Lacey Schwimmer,27.3332,0.3293164561842318,2,0.3333333103006373,0.3313248832424345,False,percentage,,
12,1,Chelsea Kane,Mark Ballas,21.0,0.1014492753623188,3,0.3217432782044941,0.2115962767834065,False,percentage,,
12,1,Chris Jericho,Cheryl Burke,19.0,0.0917874396135265,5,6.416967990541997e-05,0.045925804646716,False,percentage,,
12,1,Hines Ward,Kym Johnson,21.0,0.1014492753623188,3,0.3217541529201708,0.2116017141412448,False,percentage,,
12,1,Kendra Wilkinson,Louis van Amstel,18.0,0.0869565217391304,7,0.0145590896068717,0.050757805673001,False,percentage,,
12,1,Kirstie Alley,Maksim Chmerkoskiy,23.0,0.1111111111111111,2,0.3217492129771974,0.2164301620441542,False,percentage,,
12,1,Mike Catherwood,Lacey Schwimmer,13.0,0.0628019323671497,11,0.0001562160105169,0.0314790741888333,False,percentage,,
12,1,Petra Nemcova,Dmitry Chaplin,18.0,0.0869565217391304,7,3.0534853695696873e-05,0.043493528296413,False,percentage,,
12,1,Ralph Macchio,Karina Smirnoff,24.0,0.1159420289855072,1,0.0194172202483165,0.0676796246169119,False,percentage,,
12,1,Romeo,Chelsie Hightower,19.0,0.0917874396135265,5,1.0855533185378976e-05,0.0458991475733559,False,percentage,,
12,1,Sugar Ray Leonard,Anna Trebunskaya,17.0,0.0821256038647343,9,0.0002475091854844,0.0411865565251093,False,percentage,,
12,1,Wendy Williams,Tony Dovolani,14.0,0.0676328502415458,10,0.0002677607801615,0.0339503055108536,False,percentage,,
12,2,Chelsea Kane,Mark Ballas,18.0,0.0833333333333333,7,0.3217704919501798,0.2025519126417566,False,percentage,,
12,2,Chris Jericho,Cheryl Burke,23.0,0.1064814814814814,1,5.171003746470222e-05,0.053266595759473,False,percentage,,
12,2,Hines Ward,Kym Johnson,23.0,0.1064814814814814,1,0.3217390006660276,0.2141102410737545,False,percentage,,
12,2,Kendra Wilkinson,Louis van Amstel,19.0,0.0879629629629629,6,0.0145467183531797,0.0512548406580713,False,percentage,,
12,2,Kirstie Alley,Maksim Chmerkoskiy,20.0,0.0925925925925925,5,0.3217531644861543,0.2071728785393734,False,percentage,,
12,2,Mike Catherwood,Lacey Schwimmer,17.0,0.0787037037037037,9,4.884390173617495e-05,0.0393762738027199,True,percentage,,
12,2,Petra Nemcova,Dmitry Chaplin,18.0,0.0833333333333333,7,1.501976295418418e-05,0.0416741765481437,False,percentage,,
12,2,Ralph Macchio,Karina Smirnoff,21.0,0.0972222222222222,4,0.019387430778214,0.0583048265002181,False,percentage,,
12,2,Romeo,Chelsie Hightower,23.0,0.1064814814814814,1,8.239219719159799e-05,0.0532819368393365,False,percentage,,
12,2,Sugar Ray Leonard,Anna Trebunskaya,17.0,0.0787037037037037,9,0.0002219405134305,0.0394628221085671,False,percentage,,
12,2,Wendy Williams,Tony Dovolani,17.0,0.0787037037037037,9,0.0003832873534671,0.0395434955285854,False,percentage,,
12,3,Chelsea Kane,Mark Ballas,23.0,0.1074766355140186,3,0.3217356256593841,0.2146061305867014,False,percentage,,
12,3,Chris Jericho,Cheryl Burke,21.0,0.0981308411214953,5,4.0093410532169305e-05,0.0490854672660137,False,percentage,,
12,3,Hines Ward,Kym Johnson,25.0,0.116822429906542,1,0.3217844836860101,0.219303456796276,False,percentage,,
12,3,Kendra Wilkinson,Louis van Amstel,23.0,0.1074766355140186,3,0.0145363691761077,0.0610065023450632,False,percentage,,
12,3,Kirstie Alley,Maksim Chmerkoskiy,21.0,0.0981308411214953,5,0.3217629377909202,0.2099468894562077,False,percentage,,
12,3,Petra Nemcova,Dmitry Chaplin,25.0,0.116822429906542,1,1.3365761737255356e-05,0.0584178978341396,False,percentage,,
