season,week,celebrity_name,ballroom_partner,method,estimated_vote_percent,lower_bound,upper_bound,uncertainty_range,relative_uncertainty,judge_percent,combined_score,eliminated
9,1,Tom DeLay,Cheryl Burke,percentage,0.0077450976614796,0.007740021390796773,0.007750173932162426,1.0152541365653078e-05,0.0013108345187365356,0.0492610315705677,0.0285030646160237,False
9,2,Tom DeLay,Cheryl Burke,percentage,0.0077448530793367,0.007739776808653873,0.007749929350019526,1.0152541365653078e-05,0.0013108759148369258,0.0612244897959183,0.0344846714376275,False
9,3,Tom DeLay,Cheryl Burke,percentage,0.0077503554005412,0.007745279129858373,0.007755431671224026,1.0152541365653078e-05,0.0013099452658576324,0.0581395348837209,0.032944945142131,False
10,1,Aiden Turner,Edyta Sliwinska,percentage,0.0042839101599187,0.0020700796859672234,0.006497740633870177,0.004427660947902954,1.03355597634358,0.0717703349282296,0.0380271225440742,False
10,2,Aiden Turner,Edyta Sliwinska,percentage,0.0045454545454545,0.0023316240715030236,0.006759285019405977,0.004427660947902954,0.9740854085386595,0.0863636363636363,0.0454545454545454,False
10,3,Aiden Turner,Edyta Sliwinska,percentage,0.0039809805239105,0.0017671500499590238,0.006194810997861977,0.004427660947902954,1.112203619512733,0.0985221674876847,0.0512515740057976,False
10,4,Aiden Turner,Edyta Sliwinska,percentage,0.0067844591129258,0.004570628638974323,0.008998289586877277,0.004427660947902954,0.6526181194706211,0.0889487870619946,0.0478666230874602,True
10,1,Buzz Aldrin,Ashly DelGrosso,percentage,0.0363302187285743,0.03191740748622507,0.040743029970923536,0.008825622484698467,0.24292786538488337,0.0669856459330143,0.0516579323307943,False
10,2,Buzz Aldrin,Ashly DelGrosso,percentage,0.036363276255353,0.031950465013003776,0.04077608749770223,0.008825622484698453,0.24270702185145493,0.0545454545454545,0.0454543654004038,False
10,3,Buzz Aldrin,Ashly DelGrosso,percentage,0.0316663419173236,0.02725353067497437,0.03607915315967283,0.008825622484698464,0.27870672614288483,0.064039408866995,0.0478528753921593,True
10,1,Chad Ochocinco,Cheryl Burke,percentage,0.0181822449350373,0.014252332238875674,0.022112157631198927,0.007859825392323253,0.43228025034341716,0.0861244019138756,0.0521533234244564,False
10,2,Chad Ochocinco,Cheryl Burke,percentage,0.0181827945070527,0.014252881810891073,0.02211270720321433,0.007859825392323256,0.43226718474295056,0.0727272727272727,0.0454550336171627,False
10,3,Chad Ochocinco,Cheryl Burke,percentage,0.0164214636868787,0.012491550990717073,0.020351376383040326,0.007859825392323253,0.4786312317947344,0.0985221674876847,0.0574718155872817,False
10,4,Chad Ochocinco,Cheryl Burke,percentage,0.0178836365427774,0.013953723846615773,0.02181354923893903,0.007859825392323256,0.4394981621060497,0.1185983827493261,0.0682410096460518,False
10,5,Chad Ochocinco,Cheryl Burke,percentage,0.0166039582435288,0.012674045547367173,0.020533870939690425,0.007859825392323253,0.47337058290823686,0.1040462427745664,0.0603251005090476,False
10,6,Chad Ochocinco,Cheryl Burke,percentage,0.0171707591339036,0.013240846437741973,0.021100671830065226,0.007859825392323253,0.45774478175540045,0.148325377166335,0.0827480681501193,False
10,7,Chad Ochocinco,Cheryl Burke,percentage,0.0156114619942937,0.011681549298132072,0.019541374690455325,0.007859825392323253,0.5034650435171398,0.1672025723472668,0.0914070171707803,False
10,8,Chad Ochocinco,Cheryl Burke,percentage,0.0134647200754682,0.009534807379306573,0.01739463277162983,0.007859825392323256,0.5837347786117976,0.1778656126482213,0.0956651663618448,False
10,9,Chad Ochocinco,Cheryl Burke,percentage,0.0123177953947717,0.008387882698610072,0.016247708090933326,0.007859825392323255,0.6380870229147795,0.2300884955752212,0.1212031454849965,True
10,1,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3061555207750307,0.28756181318407376,0.3247492283659877,0.03718741518191393,0.12146576709697812,0.1004784688995215,0.2033169948372761,False
10,2,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3060599059421665,0.2874661983512095,0.32465361353312344,0.03718741518191393,0.121503713684539,0.1045454545454545,0.2053026802438105,False
10,3,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3084684395879903,0.28987473199703334,0.32706214717894727,0.03718741518191393,0.12055500793398431,0.1133004926108374,0.2108844660994138,False
10,4,Erin Andrews,Maksim Chmerkoskiy,percentage,0.314141373668473,0.29554766607751604,0.33273508125942997,0.03718741518191393,0.11837796068581345,0.105121293800539,0.209631333734506,False
10,5,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3170149144302112,0.2984212068392542,0.33560862202116815,0.03718741518191393,0.11730493894507447,0.1271676300578034,0.2220912722440073,False
10,6,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3216287332227419,0.3030350256317849,0.34022244081369885,0.03718741518191393,0.11562217967683885,0.1626799706984664,0.2421543519606041,False
10,7,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3241604976896209,0.30556679009866394,0.3427542052805779,0.03718741518191393,0.11471914513630946,0.1639871382636656,0.2440738179766432,False
10,8,Erin Andrews,Maksim Chmerkoskiy,percentage,0.326153703236411,0.30755999564545405,0.344747410827368,0.03718741518191393,0.11401806820803995,0.2094861660079051,0.2678199346221581,False
10,9,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3292277418818131,0.3106340342908561,0.34782144947277005,0.03718741518191393,0.11295346792271094,0.247787610619469,0.2885076762506411,False
10,10,Erin Andrews,Maksim Chmerkoskiy,percentage,0.3333332165063777,0.31473950891542074,0.35192692409733467,0.03718741518191393,0.11156228464618802,0.3266123276502367,0.3299727720783072,False
10,1,Evan Lysacek,Anna Trebunskaya,percentage,0.3061553187861528,0.2875615585487499,0.32474907902355576,0.03718752047480589,0.12146619115502316,0.1100478468899521,0.2081015828380525,False
10,2,Evan Lysacek,Anna Trebunskaya,percentage,0.3060604857208211,0.2874667254834182,0.32465424595822406,0.03718752047480589,0.12150382754318437,0.109090909090909,0.2075756974058651,False
10,3,Evan Lysacek,Anna Trebunskaya,percentage,0.3084675293401779,0.28987376910277496,0.32706128957758085,0.03718752047480589,0.12055570501813014,0.1280788177339901,0.218273173537084,False
10,4,Evan Lysacek,Anna Trebunskaya,percentage,0.3141425261660808,0.29554876592867785,0.33273628640348374,0.03718752047480589,0.11837786156703152,0.1401617250673854,0.2271521256167331,False
10,5,Evan Lysacek,Anna Trebunskaya,percentage,0.3170136166787754,0.2984198564413725,0.33560737691617837,0.03718752047480589,0.11730575129360257,0.1560693641618497,0.2365414904203125,False
10,6,Evan Lysacek,Anna Trebunskaya,percentage,0.3216300463877745,0.30303628615037154,0.3402238066251774,0.03718752047480589,0.11562203498229956,0.1291870355546645,0.2254085409712195,False
10,7,Evan Lysacek,Anna Trebunskaya,percentage,0.3241592951576748,0.30556553492027183,0.3427530553950777,0.03718752047480589,0.11471989552765241,0.1736334405144694,0.2488963678360721,False
10,8,Evan Lysacek,Anna Trebunskaya,percentage,0.3261546623956249,0.30756090215822196,0.34474842263302785,0.03718752047480589,0.11401805573362464,0.2094861660079051,0.267820414201765,False
10,9,Evan Lysacek,Anna Trebunskaya,percentage,0.3292271206301844,0.31063336039278144,0.34782088086758733,0.03718752047480589,0.11295400088432582,0.2610619469026549,0.2951445337664197,False
10,10,Evan Lysacek,Anna Trebunskaya,percentage,0.3333334286214224,0.31473966838401946,0.35192718885882535,0.03718752047480589,0.11156252953267692,0.325268368450467,0.3293008985359447,False
10,1,Jake Pavelka,Chelsie Hightower,percentage,0.0,0.0,0.0047013630832665135,0.0047013630832665135,0.0,0.0956937799043062,0.0478468899521531,False
10,2,Jake Pavelka,Chelsie Hightower,percentage,2.6540775903924186e-18,0.0,0.004701363083266516,0.004701363083266516,1771373640426012.0,0.0909090909090909,0.0454545454545454,False
10,3,Jake Pavelka,Chelsie Hightower,percentage,0.0001911953436346,0.0,0.004892558426901113,0.004892558426901113,25.58931788763355,0.1034482758620689,0.0518197356028518,False
10,4,Jake Pavelka,Chelsie Hightower,percentage,0.0034802274968816,0.0,0.008181590580148113,0.008181590580148113,2.350878092733619,0.1024258760107816,0.0529530517538316,False
10,5,Jake Pavelka,Chelsie Hightower,percentage,0.0038436200800224,0.0,0.008544983163288913,0.008544983163288913,2.2231601941363346,0.1329479768786127,0.0683957984793175,False
10,6,Jake Pavelka,Chelsie Hightower,percentage,0.0060891758560065,0.0013878127727399861,0.010790538939273012,0.009402726166533027,1.544170572321042,0.1196171470430762,0.0628531614495413,True
10,1,Kate Gosselin,Tony Dovolani,percentage,0.0227373584375021,0.021357138952710783,0.024117577922293416,0.0027604389695826334,0.1214054384184609,0.0765550239234449,0.0496461911804735,False
10,2,Kate Gosselin,Tony Dovolani,percentage,0.0227279074768702,0.021347687992078885,0.02410812696166152,0.0027604389695826334,0.12145592252132689,0.0681818181818181,0.0454548628293442,False
10,3,Kate Gosselin,Tony Dovolani,percentage,0.0218141251685551,0.020433905683763784,0.023194344653346417,0.0027604389695826334,0.12654364767108725,0.0738916256157635,0.0478528753921593,False
10,4,Kate Gosselin,Tony Dovolani,percentage,0.022766329840637,0.021386110355845683,0.024146549325428316,0.0027604389695826334,0.12125094334069424,0.0862533692722372,0.0545098495564371,False
10,5,Kate Gosselin,Tony Dovolani,percentage,0.0210399755216111,0.019659756036819784,0.022420195006402417,0.0027604389695826334,0.13119972343823608,0.0867052023121387,0.0538725889168749,True
10,1,Nicole Scherzinger,Derek Hough,percentage,0.3061554281777838,0.2875616924392147,0.3247491639163529,0.03718747147713819,0.12146598771243575,0.1196172248803827,0.2128863265290833,False
10,2,Nicole Scherzinger,Derek Hough,percentage,0.3060601755522817,0.2874664398137126,0.3246539112908508,0.03718747147713819,0.12150379058638998,0.1272727272727272,0.2166664514125045,False
10,3,Nicole Scherzinger,Derek Hough,percentage,0.308467998774762,0.2898742630361929,0.3270617345133311,0.03718747147713819,0.12055536271135807,0.1133004926108374,0.2108842456927997,False
10,4,Nicole Scherzinger,Derek Hough,percentage,0.3141419602755185,0.2955482245369494,0.3327356960140876,0.03718747147713819,0.1183779188381039,0.1347708894878706,0.2244564248816946,False
10,5,Nicole Scherzinger,Derek Hough,percentage,0.3170142141661796,0.2984204784276105,0.3356079499047487,0.03718747147713819,0.11730537564364363,0.1676300578034682,0.2423221359848238,False
10,6,Nicole Scherzinger,Derek Hough,percentage,0.3216294830058773,0.3030357472673082,0.3402232187444464,0.03718747147713819,0.11562208516953232,0.1722489022690506,0.2469391926374639,False
10,7,Nicole Scherzinger,Derek Hough,percentage,0.3241597749159926,0.30556603917742353,0.3427535106545617,0.03718747147713819,0.11471957458872088,0.1736334405144694,0.248896607715231,False
10,8,Nicole Scherzinger,Derek Hough,percentage,0.3261543033372511,0.307560567598682,0.3447480390758202,0.03718747147713819,0.11401803102590213,0.233201581027668,0.2796779421824595,False
10,9,Nicole Scherzinger,Derek Hough,percentage,0.3292273420932307,0.3106336063546616,0.3478210778317998,0.03718747147713819,0.11295377607673737,0.2610619469026549,0.2951446444979428,False
10,10,Nicole Scherzinger,Derek Hough,percentage,0.3333333548721999,0.3147396191336308,0.351927090610769,0.03718747147713819,0.11156240722263117,0.3481193038992962,0.340726329385748,False
10,1,Niecy Nash,Louis van Amstel,percentage,0.0,0.0,0.00732617109100886,0.00732617109100886,0.0,0.0861244019138756,0.0430622009569378,False
10,2,Niecy Nash,Louis van Amstel,percentage,1.7523417612796965e-17,0.0,0.007326171091008878,0.007326171091008878,418078896074401.44,0.0954545454545454,0.0477272727272727,False
10,3,Niecy Nash,Louis van Amstel,percentage,0.000521925656767,0.0,0.007848096747775861,0.007848096747775861,15.036809641414962,0.1034482758620689,0.051985100759418,False
10,4,Niecy Nash,Louis van Amstel,percentage,0.0044220097923152,0.0,0.01174818088332406,0.01174818088332406,2.656751439976606,0.0970350404312668,0.050728525111791,False
10,5,Niecy Nash,Louis van Amstel,percentage,0.0055351830956966,0.0,0.01286135418670546,0.01286135418670546,2.323564363517566,0.1040462427745664,0.0547907129351315,False
10,6,Niecy Nash,Louis van Amstel,percentage,0.0084209246605418,0.0010947535695329394,0.01574709575155066,0.014652342182017723,1.7399920760097378,0.1244013735931173,0.0664111491268295,False
10,7,Niecy Nash,Louis van Amstel,percentage,0.0091699192048102,0.00184374811380134,0.01649609029581906,0.014652342182017723,1.5978703688394165,0.157556270096463,0.0833630946506366,False
10,8,Niecy Nash,Louis van Amstel,percentage,0.0080726109552445,0.0007464398642356403,0.015398782046253362,0.014652342182017723,1.8150685401850803,0.1699604743083003,0.0890165426317724,True
10,1,Pamela Anderson,Damian Whitewood,percentage,0.0,0.0,0.0026984275575109755,0.0026984275575109755,0.0,0.1004784688995215,0.0502392344497607,False
10,2,Pamela Anderson,Damian Whitewood,percentage,1.4450996855137498e-17,0.0,0.00269842755751099,0.00269842755751099,186729509705184.62,0.1,0.05,False
10,3,Pamela Anderson,Damian Whitewood,percentage,0.0,0.0,0.0026984275575109755,0.0026984275575109755,0.0,0.1034482758620689,0.0517241379310344,False
10,4,Pamela Anderson,Damian Whitewood,percentage,0.0022374771043905,0.0,0.004935904661901476,0.004935904661901476,2.2060134837652523,0.1266846361185983,0.0644610566114944,False
10,5,Pamela Anderson,Damian Whitewood,percentage,0.0019345177839747,0.0,0.004632945341485676,0.004632945341485676,2.394883820590541,0.1213872832369942,0.0616609005104844,False
10,6,Pamela Anderson,Damian Whitewood,percentage,0.0034308777331542,0.0007324501756432243,0.006129305290665176,0.005396855115021951,1.5730246120022229,0.1435401936752898,0.073485535704222,False
10,7,Pamela Anderson,Damian Whitewood,percentage,0.0027390510376076,4.0623480096624396e-05,0.005437478595118575,0.005396855115021951,1.9703375515542736,0.1639871382636656,0.0833630946506366,True
10,1,Shannen Doherty,Mark Ballas,percentage,0.0,0.0,2.0139830281989448e-19,2.0139830281989448e-19,0.0,0.0861244019138756,0.0430622009569378,False
10,2,Shannen Doherty,Mark Ballas,percentage,2.0139830281989448e-19,0.0,4.0279660563978895e-19,4.0279660563978895e-19,2.0,0.0909090909090909,0.0454545454545454,True
11,1,Audrina Patridge,Tony Dovolani,percentage,9.591175057225906e-05,0.0,0.0002965897675374509,0.0002965897675374509,3.092319405785455,0.0837004405286343,0.0418981761396033,False
11,2,Audrina Patridge,Tony Dovolani,percentage,0.0001686477012075,0.0,0.0003693257181726918,0.0003693257181726918,2.189924413605155,0.1040723981900452,0.0521205229456264,False
11,3,Audrina Patridge,Tony Dovolani,percentage,0.0002448785526744,4.420053570920816e-05,0.0004455565696395918,0.00040135603393038363,1.639000351590783,0.1176470588235294,0.0589459686881019,False
11,4,Audrina Patridge,Tony Dovolani,percentage,0.0001602947641886,0.0,0.0003609727811537918,0.0003609727811537918,2.2519312029997285,0.1284916201117318,0.0643259574379602,False
11,5,Audrina Patridge,Tony Dovolani,percentage,0.000313328385624,0.00011265036865880818,0.0005140064025891918,0.00040135603393038363,1.280943739364931,0.1263736263736263,0.0633434773796251,False
11,6,Audrina Patridge,Tony Dovolani,percentage,3.321674169261679e-18,0.0,0.00020067801696519515,0.00020067801696519515,60414720631614.69,0.1545889285615942,0.0772944642807971,True
11,1,Brandy,Maksim Chmerkoskiy,percentage,0.0004795978299044,0.0,0.0056911353297515975,0.0056911353297515975,11.866474314293775,0.1013215859030837,0.050900591866494,False
11,2,Brandy,Maksim Chmerkoskiy,percentage,0.0003784123149392,0.0,0.005589949814786397,0.005589949814786397,14.772113892975552,0.0950226244343891,0.0477005183746642,False
11,3,Brandy,Maksim Chmerkoskiy,percentage,0.000378402523909,0.0,0.005589940023756197,0.005589940023756197,14.772470241505292,0.1085972850678733,0.0544878437958911,False
11,4,Brandy,Maksim Chmerkoskiy,percentage,0.0003788766926645,0.0,0.005590414192511697,0.005590414192511697,14.75523382870658,0.1340782122905028,0.0672285444915836,False
11,5,Brandy,Maksim Chmerkoskiy,percentage,0.0001470275057037,0.0,0.0053585650055508974,0.0053585650055508974,36.446003622953704,0.1483516483516483,0.074249337928676,False
11,6,Brandy,Maksim Chmerkoskiy,percentage,2.706895890396988e-18,0.0,0.0052115374998472,0.0052115374998472,1925281839739645.8,0.1739131484985698,0.0869565742492849,False
11,7,Brandy,Maksim Chmerkoskiy,percentage,8.840941238539761e-05,0.0,0.005299946912232595,0.005299946912232595,59.94776765542642,0.1750599520383693,0.0875741807253773,False
11,8,Brandy,Maksim Chmerkoskiy,percentage,0.0015231508273913,0.0,0.0067346883272384975,0.0067346883272384975,4.421550516289313,0.2150943396226415,0.1083087452250164,False
11,9,Brandy,Maksim Chmerkoskiy,percentage,0.0086049041879224,0.003393366688075203,0.013816441687769597,0.010423074999694394,1.2112947189259733,0.25,0.1293024520939612,True
11,1,Bristol Palin,Mark Ballas,percentage,0.3137515720932067,0.29956442367480296,0.32793872051161044,0.028374296836807478,0.09043555271295431,0.079295154185022,0.1965233631391143,False
11,2,Bristol Palin,Mark Ballas,percentage,0.3136811484166829,0.29949399999827914,0.3278682968350866,0.028374296836807478,0.09045585614573201,0.0995475113122171,0.20661432986445,False
11,3,Bristol Palin,Mark Ballas,percentage,0.3137767726273693,0.29958962420896557,0.32796392104577304,0.028374296836807478,0.0904282895104662,0.085972850678733,0.1998748116530511,False
11,4,Bristol Palin,Mark Ballas,percentage,0.3139036610376643,0.2997165126192606,0.32809080945606806,0.028374296836807478,0.09039173593264634,0.0893854748603352,0.2016445679489997,False
11,5,Bristol Palin,Mark Ballas,percentage,0.3138656511998745,0.29967850278147073,0.3280527996182782,0.028374296836807478,0.09040268257560395,0.0989010989010989,0.2063833750504866,False
11,6,Bristol Palin,Mark Ballas,percentage,0.3140104567063199,0.29982330828791615,0.3281976051247236,0.028374296836807478,0.09036099349820284,0.1352651917180396,0.2246378242121797,False
11,7,Bristol Palin,Mark Ballas,percentage,0.3167842203749759,0.30259707195657215,0.33097136879337963,0.028374296836807478,0.08956979234388937,0.1558752997601918,0.2363297600675838,False
11,8,Bristol Palin,Mark Ballas,percentage,0.3209971622437304,0.3068100138253267,0.33518431066213417,0.028374296836807478,0.08839422952674926,0.1773584905660377,0.249177826404884,False
11,9,Bristol Palin,Mark Ballas,percentage,0.330465018228112,0.31627786980970823,0.3446521666465157,0.028374296836807478,0.08586172596707767,0.2324561403508772,0.2814605792894946,False
11,10,Bristol Palin,Mark Ballas,percentage,0.3333333358353263,0.3191461874169226,0.34752048425373006,0.028374296836807478,0.08512288987149182,0.3092368897274452,0.3212851127813858,False
11,1,David Hasselhoff,Kym Johnson,percentage,7.527749425877833e-05,7.527749425877833e-05,7.527749425877833e-05,0.0,0.0,0.066079295154185,0.0330772863242219,True
11,1,Florence Henderson,Corky Ballas,percentage,0.0003980641561465,0.00018323261395483608,0.0006128956983381639,0.00042966308438332785,1.079381496045071,0.079295154185022,0.0398466091705843,False
11,2,Florence Henderson,Corky Ballas,percentage,0.0006482556451676,0.0004334241029759361,0.000863087187359264,0.00042966308438332785,0.6627988318902225,0.085972850678733,0.0433105531619503,False
11,3,Florence Henderson,Corky Ballas,percentage,0.0006487737544959,0.000433942212304236,0.0008636052966875639,0.00042966308438332785,0.6622695221652083,0.090497737556561,0.0455732556555285,False
11,4,Florence Henderson,Corky Ballas,percentage,0.0006976327467855,0.00048280120459383606,0.0009124642889771639,0.00042966308438332785,0.615887207650583,0.0977653631284916,0.0492314979376385,False
11,5,Florence Henderson,Corky Ballas,percentage,0.0005402350337636,0.0003254034915719361,0.0007550665759552639,0.00042966308438332785,0.7953262145737534,0.1153846153846153,0.0579624252091895,True
11,1,Jennifer Grey,Derek Hough,percentage,0.3137515574469764,0.2995644143129138,0.327938700581039,0.028374286268125215,0.09043552324969871,0.105726872246696,0.2097392148468362,False
11,2,Jennifer Grey,Derek Hough,percentage,0.3136811985557344,0.2994940554216718,0.327868341689797,0.028374286268125215,0.09045580799476484,0.1085972850678733,0.2111392418118038,False
11,3,Jennifer Grey,Derek Hough,percentage,0.3137767013693436,0.299589558235281,0.3279638445034062,0.028374286268125215,0.09042827636436304,0.1085972850678733,0.2111869932186084,False
11,4,Jennifer Grey,Derek Hough,percentage,0.3139037545708155,0.2997166114367529,0.3280908977048781,0.028374286268125215,0.09039167533029327,0.1564245810055866,0.235164167788201,False
11,5,Jennifer Grey,Derek Hough,percentage,0.3138655528360214,0.2996784097019588,0.328052695970084,0.028374286268125215,0.09040267723469902,0.1373626373626373,0.2256140950993294,False
11,6,Jennifer Grey,Derek Hough,percentage,0.3140105581248994,0.2998234149908368,0.328197701258962,0.028374286268125215,0.09036093065647553,0.1400970921157704,0.2270538251203349,False
11,7,Jennifer Grey,Derek Hough,percentage,0.3167841341127895,0.3025969909787269,0.3309712772468521,0.028374286268125215,0.0895697833718613,0.1750599520383693,0.2459220430755794,False
11,8,Jennifer Grey,Derek Hough,percentage,0.3209972343536729,0.3068100912196103,0.3351843774877355,0.028374286268125215,0.08839417674503261,0.2150943396226415,0.2680457869881572,False
11,9,Jennifer Grey,Derek Hough,percentage,0.3304649748522449,0.3162778317181823,0.3446521179863075,0.028374286268125215,0.08586170525578912,0.2631578947368421,0.2968114347945435,False
11,10,Jennifer Grey,Derek Hough,percentage,0.3333333538640364,0.3191462107299738,0.347520496998099,0.028374286268125215,0.08512285356147956,0.3614466540883231,0.3473900039761798,False
11,1,Kurt Warner,Anna Trebunskaya,percentage,0.0470117367383073,0.03850885631669991,0.055514617159914695,0.017005760843214784,0.36173436726828506,0.0837004405286343,0.0653560886334708,False
11,2,Kurt Warner,Anna Trebunskaya,percentage,0.0470927148924711,0.038589834470863706,0.05559559531407849,0.017005760843214784,0.3611123478874556,0.0950226244343891,0.0710576696634301,False
11,3,Kurt Warner,Anna Trebunskaya,percentage,0.0472719116624063,0.03876903124079891,0.055774792084013695,0.017005760843214784,0.35974345536651675,0.1040723981900452,0.0756721549262258,False
11,4,Kurt Warner,Anna Trebunskaya,percentage,0.0476659044199202,0.039163023998312806,0.05616878484152759,0.017005760843214784,0.35676991866974533,0.0949720670391061,0.0713189857295132,False
11,5,Kurt Warner,Anna Trebunskaya,percentage,0.0479910612558526,0.039488180834245205,0.05649394167745999,0.017005760843214784,0.35435267314787505,0.1318681318681318,0.0899295965619922,False
11,6,Kurt Warner,Anna Trebunskaya,percentage,0.0483088590154652,0.03980597859385781,0.05681173943707259,0.017005760843214784,0.35202157926708016,0.1062800695461289,0.0772944642807971,False
11,7,Kurt Warner,Anna Trebunskaya,percentage,0.0412553011767604,0.03275242075515301,0.04975818159836779,0.017005760843214784,0.41220789469825353,0.1678657074340527,0.1045605043054066,False
11,8,Kurt Warner,Anna Trebunskaya,percentage,0.0354854149783347,0.026982534556727306,0.04398829539994209,0.017005760843214784,0.47923240727486205,0.1811320754716981,0.1083087452250164,True
11,1,Kyle Massey,Lacey Schwimmer,percentage,0.3137516006573577,0.2995644427450047,0.32793875856971066,0.028374315824705953,0.090435604998532,0.1013215859030837,0.2075365932802207,False
11,2,Kyle Massey,Lacey Schwimmer,percentage,0.313681075000433,0.29949391708808004,0.327868232912786,0.028374315824705953,0.09045593784918897,0.0995475113122171,0.2066142931563251,False
11,3,Kyle Massey,Lacey Schwimmer,percentage,0.313776895129309,0.29958973721695603,0.327964053041662,0.028374315824705953,0.09042831472028161,0.1040723981900452,0.2089246466596771,False
11,4,Kyle Massey,Lacey Schwimmer,percentage,0.3139035104383263,0.29971635252597334,0.3280906683506793,0.028374315824705953,0.0903918397888728,0.1117318435754189,0.2128176770068726,False
11,5,Kyle Massey,Lacey Schwimmer,percentage,0.31386582503921,0.29967866712685703,0.328052982951563,0.028374315824705953,0.09040269300157563,0.1098901098901098,0.2118779674646599,False
11,6,Kyle Massey,Lacey Schwimmer,percentage,0.3140102865176618,0.2998231286053088,0.32819744443001475,0.028374315824705953,0.09036110294147964,0.1449275432332379,0.2294689148754498,False
11,7,Kyle Massey,Lacey Schwimmer,percentage,0.3167843810590606,0.3025972231467076,0.33097153897141357,0.028374315824705953,0.08956980685047065,0.1606714628297362,0.2387279219443984,False
11,8,Kyle Massey,Lacey Schwimmer,percentage,0.3209970375968706,0.3068098796845176,0.33518419550922357,0.028374315824705953,0.08839432300412786,0.2113207547169811,0.2661588961569259,False
11,9,Kyle Massey,Lacey Schwimmer,percentage,0.3304651027317206,0.3162779448193676,0.34465226064407356,0.028374315824705953,0.08586176146938243,0.2543859649122807,0.2924255338220006,False
11,10,Kyle Massey,Lacey Schwimmer,percentage,0.3333333103006373,0.3191461523882843,0.34752046821299026,0.028374315824705953,0.0851229533559512,0.3293164561842318,0.3313248832424345,False
11,1,Margaret Cho,Louis van Amstel,percentage,0.0007813548567255,0.0007053644684428738,0.0008573452450081261,0.00015198077656525233,0.19450928762658878,0.066079295154185,0.0334303250054552,False
11,2,Margaret Cho,Louis van Amstel,percentage,0.0006924839632206,0.0006164935749379738,0.0007684743515032262,0.00015198077656525233,0.21947190785245208,0.0814479638009049,0.0410702238820628,False
11,3,Margaret Cho,Louis van Amstel,percentage,0.0007608532712577,0.0006848628829750739,0.0008368436595403262,0.00015198077656525233,0.19975044112516754,0.0814479638009049,0.0411044085360813,True
11,1,Michael Bolton,Chelsie Hightower,percentage,0.0006988966804222,0.0006794737308464,0.000718319629998,3.884589915159999e-05,0.05558174797472693,0.0704845814977973,0.0355917390891098,False
11,2,Michael Bolton,Chelsie Hightower,percentage,0.0006794737308464,0.0006600507812706,0.0006988966804222,3.884589915159999e-05,0.05717056802653845,0.0542986425339366,0.0274890581323915,True
11,1,Rick Fox,Cheryl Burke,percentage,0.0088849684335811,0.008071891708384269,0.00969804515877793,0.0016261534503936616,0.18302298568079864,0.0969162995594713,0.0529006339965262,False
11,2,Rick Fox,Cheryl Burke,percentage,0.0087949129868902,0.00798183626169337,0.00960798971208703,0.0016261534503936616,0.18489704819338462,0.0950226244343891,0.0519087687106396,False
11,3,Rick Fox,Cheryl Burke,percentage,0.0088966144752387,0.008083537750041869,0.00970969120043553,0.0016261534503936616,0.18278340091274228,0.1085972850678733,0.058746949771556,False
11,4,Rick Fox,Cheryl Burke,percentage,0.0090366725928273,0.00822359586763047,0.009849749318024131,0.0016261534503936616,0.1799504666888554,0.1089385474860335,0.0589876100394304,False
11,5,Rick Fox,Cheryl Burke,percentage,0.0094113187439502,0.00859824201875337,0.010224395469147031,0.0016261534503936616,0.17278699134900605,0.1318681318681318,0.070639725306041,False
11,6,Rick Fox,Cheryl Burke,percentage,0.0096598396356536,0.00884676291045677,0.010472916360850432,0.0016261534503936616,0.16834166111740356,0.1449280263266591,0.0772939329811563,False
11,7,Rick Fox,Cheryl Burke,percentage,0.0083035538640281,0.007490477138831271,0.009116630589224932,0.0016261534503936607,0.19583824914273568,0.1654676258992805,0.0868855898816543,True
11,1,The Situation,Karina Smirnoff,percentage,0.0003194618625407,0.00016575640844334168,0.0004731673166380583,0.00030741090819471663,0.9622773302260827,0.066079295154185,0.0331993785083628,False
11,2,The Situation,Karina Smirnoff,percentage,0.0005016767924066,0.0003479713383092417,0.0006553822465039583,0.00030741090819471663,0.6127668507846096,0.0814479638009049,0.0409748202966558,False
11,3,The Situation,Karina Smirnoff,percentage,0.0004681966339958,0.0003144911798984417,0.0006219020880931583,0.00030741090819471663,0.6565850454137914,0.090497737556561,0.0454829670952784,False
11,4,The Situation,Karina Smirnoff,percentage,0.0003496927368076,0.00019598728271024167,0.0005033981909049582,0.0003074109081947166,0.8790886279226704,0.0782122905027933,0.0392809916198005,True
12,1,Chelsea Kane,Mark Ballas,percentage,0.3217432782044941,0.3148236789043583,0.3286628775046299,0.013839198600271607,0.04301317086561065,0.1014492753623188,0.2115962767834065,False
12,2,Chelsea Kane,Mark Ballas,percentage,0.3217704919501798,0.314850892650044,0.3286900912503156,0.013839198600271607,0.043009533025838646,0.0833333333333333,0.2025519126417566,False
